genotype	P368.Earheight	P368.Earleafwidth	P368.Earleaflength	P368.Tasselmainaxislength	P368.Tasselbranchnumber	P368.Leafnumberaboveear	P368.Earlength	P368.Eardiameter	P368.Cobdiameter	P368.Kernernumberperrow	P368.100grainweight	P368.cobweight	P368.Kernelwidth	P368.Silkingtime	P368.Pollenshed	P368.Headingdate
LX9801	55.36826492	7.730799423	69.50261753	31.54171073	7.617508501	5.423553094	10.23343877	3.899813856	2.524578484	19.26773874	20.35422151	15.66000261	9.680359467	71.2765	68.5751	66.59
LXN	69.87971464	9.726533101	65.01682727	31.34035042	10.24920402	5.701492195	11.94748373	3.924252215	2.51490255	21.75316115	27.31532111	20.55568571	9.242587159	74.3816	71.9141	70.9411
LY	74.45961633	8.917264644	66.07609857	26.8209302	7.804928953	6.22522685	14.59195969	4.156234253	2.91608168	22.25471105	27.07374759	23.86620612	8.968607211	74.0604	70.8011	69.3792
LY042	60.22451523	9.981947633	72.24368105	31.11661675	4.301393653	5.717769141	15.39414688	3.433843645	2.222019456	21.6535629	26.21969979	13.58872694	8.623154233	69.7775	68.2412	65.1396
M153	67.87726354	7.927692852	67.22787602	26.55244979	10.64747248	5.883410997	11.29214906	4.262741823	2.568953881	18.72080198	25.71625794	15.29916844	8.547214138	71.2765	68.7977	64.9165
M165	65.90804493	8.454929702	65.21472978	28.4019815	9.936836598	5.686172717	10.98226609	4.361733621	2.657115376	18.12701301	27.096122	17.10065325	8.432559486	70.8482	67.9073	64.4702
M97	63.64437094	8.610256741	69.82108134	32.92513062	6.396486566	5.579893838	11.96131666	4.238460816	2.523914857	21.33808537	26.95490785	16.38005933	9.00881079	67.3149	65.6813	60.7885
MN	57.63779047	7.33755949	76.2671301	30.58338482	9.847030965	4.471146617	11.30696955	3.980708587	2.401974094	21.3640276	21.76645055	12.99727119	8.353641349	60.2482	57.5563	55.2101
MO113	40.91047298	7.579847793	60.33540924	28.82334658	2.684055553	5.209217183	13.17950882	3.282289342	1.921135108	23.86162818	20.75684404	11.78051955	8.033501736	62.8179	61.0066	57.7761
MO17	55.41971457	8.301790368	61.41591146	33.04072635	4.084688755	5.213183833	13.34843688	3.320953015	1.879268084	23.10561747	23.57787212	12.05639625	9.013277854	71.1694	67.0169	64.8049
NAN21-3	71.18699043	8.919545406	70.88626747	30.59084261	11.19467326	4.84278074	12.22431348	3.560412461	2.226113121	22.9257169	25.37734396	15.08246349	8.828639194	70.6341	68.0186	64.8049
NMJT	60.4412441	7.310760107	72.62128814	28.67046191	10.00321467	5.207302248	9.823573206	3.45960082	2.092690156	21.41879455	19.9572404	9.734582031	7.613597685	66.6724	65.1248	61.681
P138	64.5716514	9.000755136	70.06179328	28.84944884	7.33247323	5.248768154	11.10019009	4.03039494	2.529788603	20.3899756	24.61478751	13.73881531	8.520411752	73.7947	72.8529	69.1787
P178	57.58479513	9.835371413	61.19981102	21.51844211	6.11424029	4.698339947	10.13966552	3.390349832	2.186709613	17.66148369	19.99105471	11.32309474	7.632187213	73.2038	71.9141	70.8295
Q1261	62.16072216	8.944975571	64.97588192	29.27560823	6.465653638	5.453508145	11.45042838	4.208758488	2.885565272	21.66641294	23.00481986	20.82155652	8.797369743	68.9209	68.2412	66.3668
QI205	55.21722819	8.745894437	75.91738859	32.99225072	3.384372154	5.831707758	12.14206055	4.081460169	2.728145261	21.13527794	18.80168461	17.97702473	7.114775497	73.0967	70.24457	68.375
QI319	58.06937129	8.030514976	74.4274329	31.11288785	8.004063184	4.963695191	13.72733103	3.998479172	2.600497355	24.62750661	24.53112528	18.97475497	8.922447545	68.5997	66.2378	64.4702
QTHHSBTS	40.67994324	6.225622649	55.89359694	28.3628281	5.501219227	5.011158217	11.00024835	3.092071365	2.078741195	20.59985959	16.01992892	9.336223392	7.026537998	61.2118	58.7806	56.1026
R08	70.45471411	9.803649694	71.42477411	35.89519515	5.079523209	5.830750291	13.16093557	4.081460168	2.402512849	24.69045578	24.39874788	19.59702608	8.018611521	71.7048	68.5751	67.1478
R15	41.61045313	6.699296623	57.73462145	33.77531858	5.965865765	4.538169333	13.60315563	3.331895564	2.168987892	22.13115607	19.51949145	13.12457954	7.701449951	71.4906	68.909	66.1437
R15X1141	56.30926347	8.166152672	72.28917588	34.55465755	3.477664031	5.143288715	13.29360159	3.81592098	2.545046808	24.24927106	21.54073791	18.88470196	7.677625607	68.8139	67.4621	65.9206
RY684	72.05373817	8.247644675	66.31797941	33.23462887	7.152861963	5.059031586	11.88911068	3.680233373	2.128981624	19.14352168	18.92979178	14.01993319	7.157957119	71.2765	65.9039	62.0157
RY697	32.41896297	7.378765406	65.72654662	29.81523254	8.129010152	5.671810707	12.84430601	3.386608309	2.099209518	24.18596642	18.34110883	15.2563754	7.268464459	68.2785	65.3474	62.7967
RY713	62.38963213	8.110531043	64.26086815	28.90005159	9.260640959	5.191578146	9.685338094	3.869826453	2.377641972	19.63213079	24.00846451	13.31753515	7.338424914	69.8356	67.896	66.8382
RY729	59.26129409	8.749707623	75.95073434	27.05545848	15.52247575	5.661480754	12.46431512	3.54872973	2.085982216	24.90260384	19.7189331	14.1115229	7.423113886	71.7431	70.0436	68.2743
RY732	46.5866385	6.946291556	60.21211097	27.36289067	11.67256918	5.375561178	9.825196345	3.960641687	2.601234672	18.66264578	17.81247469	13.12404234	6.414210478	71.3343	66.797	62.9606
RY737	45.28766748	8.652918061	67.74727533	25.23615	2.382425763	6.315228783	10.75172068	3.496033798	2.428563442	18.42102502	21.67189526	11.80196075	7.876015781	69.2422	65.7926	62.462
S22	79.59923001	9.536918973	59.92352265	27.08428025	7.42492392	4.597057469	12.38260434	3.665492175	2.281816529	23.59820582	23.09370929	14.58858277	NA	71.206	70.27588	67.7426
S37	48.79485509	8.877885958	61.07849147	27.99926088	9.545261724	5.7981964	11.40620637	3.852899307	2.353202799	18.21112684	24.27064071	12.2379317	7.954583598	74.2745	73.361	70.3833
SC55	89.92752159	7.743925651	67.52359241	22.13743861	17.85144612	6.134130668	9.922115847	4.1890619	2.476012737	17.73001723	20.13460921	13.1313148	7.053725617	77.2725	75.3644	73.5072
SHEN135	46.45599397	7.205750277	64.99862934	25.25479447	4.155110874	5.213867738	11.05950584	3.511353367	2.196341014	20.6952944	21.29550419	11.22447791	7.387266423	66.3512	66.4604	64.3586
SHEN137	69.87971464	8.682450998	73.19907248	30.91898533	9.249628273	4.662640092	12.76293752	4.003768071	2.402140698	24.03607794	21.60601157	16.31318804	8.755677142	68.8139	67.3508	63.8008
SHEN5003	37.44755855	7.702359261	60.35815666	27.02974829	9.753320738	5.120993403	10.91767818	3.477796217	2.106652545	18.80085393	18.93894229	8.733487595	7.512344226	72.4543	70.022	66.59
SI273	68.3031032	8.198968244	61.12019506	26.85449025	10.44833825	5.673725641	10.30525531	4.254352443	2.654831449	20.43280907	23.57337168	13.64590346	8.317904834	65.9229	64.457	62.2388
SI434	34.71280709	7.1672847	59.07232448	30.23546015	6.665141034	5.570732367	10.20020088	3.837905716	2.278454233	17.60502577	22.1020061	10.52189762	9.278907017	71.4706	66.3212	62.9606
SI444	43.50298129	8.212460691	63.05744336	31.26204364	7.310161271	5.319873055	11.40443749	3.502234576	1.948116079	21.37514536	24.07847995	8.88595831	8.404330502	66.8866	63.7892	59.3381
SI446	56.70321119	8.545283131	68.64824866	30.92285558	8.31728637	5.688829583	11.94559796	3.655716646	2.308302506	23.92871208	20.9104696	13.07733718	7.290557234	72.6968	66.4643	64.2532
SW92E114	74.49781714	9.301571449	76.62255846	34.3793995	9.347243092	6.149450146	14.1072865	3.802607546	2.64534159	23.30265142	22.97126798	23.37305865	8.431070465	74.3816	73.2497	71.6105
SY1032	71.62459336	8.954132115	68.05933852	30.60053587	6.061248405	5.548533642	12.7438631	3.47828821	2.20075973	21.74737081	NA	19.08283006	7.010715413	76.9205	71.2105	68.8488
SY1035	56.30361239	7.215357126	68.69487071	26.3349143	12.47897345	7.058934884	11.10244979	4.110751452	2.591458554	15.98334175	NA	14.53854152	7.272146588	71.5977	68.2412	63.6892
SY1039	67.86931424	8.310541187	76.97514339	28.49467116	7.676077392	6.373497512	12.24819337	3.362899452	2.225740969	19.63794984	22.3403134	16.86922969	7.633007293	74.9169	72.8045	69.8254
SY1052	64.3523004	8.212094472	69.15003259	29.10674257	16.55902591	5.589468512	11.39597582	3.8316053	2.539836689	17.88705777	25.18874209	15.92581713	7.79840801	68.2785	66.9056	65.028
SY1077	71.68453729	9.452523078	68.17189375	27.46509673	8.640511803	4.915274698	12.11198959	3.531779458	2.235044752	21.64071286	19.48065261	16.31699981	6.928647815	73.9533	71.4689	67.5941
SY1128	76.18052968	9.474400126	67.86480364	25.5792083	17.15196621	5.702176101	13.85787439	3.922793209	2.891519693	23.593919	18.44481464	23.28967622	7.058192681	74.5957	72.0254	68.5982
SY3073	58.18220721	8.850904266	68.20601487	25.04970527	7.676077392	6.466508629	9.982257775	3.678409615	2.402512849	20.53728069	20.1955477	17.29948299	7.45576141	72.13307	68.7977	67.37094
SY998	42.71871824	7.644385084	72.59626598	34.87534248	12.01798454	6.363102152	10.21931871	3.637375056	2.270399128	17.86943077	17.05698696	11.9969835	7.395508828	72.6684	69.9107	63.5776
SY999	49.40280692	7.539962684	72.82951062	35.24564405	6.211310988	5.691315841	11.20457344	3.431967286	2.267575729	17.64909327	19.0040112	13.41761764	6.509945838	72.15181	69.6141	65.1148
TIAN77	68.57569799	8.174903491	61.04057911	27.83146063	13.56810786	5.02059611	13.2727055	3.863506034	2.650886574	21.37555749	20.40660559	12.97391861	8.19486417	74.2745	72.8045	70.2717
TIE7922	63.99071759	7.700171556	67.47809758	24.24426404	4.578619739	4.929499928	11.74125483	3.870510171	2.369871811	24.128317	22.12941832	15.90967163	7.743142552	71.2765	68.2412	65.5859
TT16	75.75877507	7.988948586	72.9846781	27.6804404	8.993877447	5.474572427	12.62231154	4.118847211	2.748613583	22.20611464	26.63452301	14.63934547	9.034124155	69.5634	68.6864	64.8049
TX5	61.42861358	6.713516704	66.6023221	27.49958901	9.42923954	4.88955986	12.14559831	3.543816262	2.144798056	16.89262294	26.31120491	11.88057846	8.831617237	67.7432	66.1265	64.3586
TY1	67.81929988	8.389298559	78.68119952	31.34780821	10.66141745	6.559382964	11.8547944	3.916227679	2.373485046	24.49727325	23.3378985	16.88768115	7.775901024	73.8462	70.13327	68.4866
TY10	71.02739504	8.422114131	75.47381399	34.25410865	5.653498344	4.796685525	12.39766375	3.939207032	2.35227242	24.62462415	25.00268168	14.85375741	7.518300312	67.2078	66.0152	64.3586
TY11	71.12400113	8.918723114	73.5562069	36.05814784	6.041726424	5.126054302	12.61647423	4.009239345	2.321756011	21.56632273	25.19972271	15.5141462	8.535301967	69.5634	68.5751	67.0362
TY2	63.01759061	8.389298559	69.43437528	29.60119399	9.921218227	5.66702337	11.80579642	4.05392142	2.59472901	19.86526562	24.10105121	15.76542283	7.954583598	70.9553	69.3542	66.7015
TY3	59.40452271	8.724017389	74.34326746	27.92617455	7.737993077	5.059031586	13.49613838	4.058480816	2.372368592	23.8359281	26.76202015	13.52557672	7.967984792	68.7068	67.4621	64.6933
TY4	62.28647569	8.964664914	78.72214487	30.42378814	8.800600106	5.557872089	14.15150851	3.853490398	2.251419411	24.97315667	25.34735097	15.41122847	8.624643254	70.8482	68.2412	65.5859
TY5	67.39809731	7.881751052	71.41112566	26.61882411	9.691683953	5.33861206	12.11552735	4.127783626	2.533882268	22.99425045	22.4588393	17.37667129	7.540635633	72.3472	71.3576	67.7056
TY6	65.97760131	8.993105076	74.87555698	30.73533728	7.672172799	5.73979089	12.46841896	4.137084793	2.533510117	21.98552228	22.95601713	16.32605276	7.546591719	72.24015	69.7994	67.37094
TY7	63.35841691	8.892470656	77.19124383	30.1210019	7.652649835	5.672768174	12.54448081	3.979147336	2.345015469	22.82832272	24.26454036	13.24566783	7.576372148	71.0624	69.4655	66.1437
TY8	74.45343354	8.341169054	78.05564561	33.76114878	8.7498404	5.562659426	13.24937959	3.926440725	2.160614487	26.80901475	23.74601134	15.57084625	8.221118439	71.3836	68.909	67.1478
TY9	69.64940572	8.51837314	74.24545358	33.64480727	5.646804757	4.821579676	12.0881097	3.911303532	2.270399128	21.19952814	25.2192438	13.47437391	7.364931101	67.4219	67.5734	66.0321
U8112	51.3696559	7.765802699	67.8079351	26.35481837	7.406102693	5.402762374	13.44112016	3.569332294	2.358612055	22.24894611	21.91961443	13.61778262	7.592635918	71.7048	68.909	67.5941
W138	40.10318876	7.982415694	54.40251249	28.42161026	5.173985169	5.235087647	12.80294087	3.504427295	2.088857048	18.37490549	28.27425155	13.05732068	9.144858031	69.1544	66.178	61.9554
WH413	56.72892034	7.492339603	61.88223347	22.88694642	7.19190789	4.435720324	9.259493307	3.620778857	2.361576204	17.22029897	19.67403344	12.13443012	7.763988852	66.6724	67.2395	64.247
WMR	48.22493435	6.543422658	65.94833392	22.38727454	7.523798275	5.316316748	10.98675714	3.277493267	2.13102124	21.30349572	16.8480088	11.64949366	7.160935162	68.0644	67.4621	66.7015
WU109	51.69601889	8.031608829	64.23659093	32.80580599	6.443899478	4.490979869	12.01470117	3.707407369	2.38576604	20.52275935	20.094957	10.28890901	7.890555676	69.5634	66.0152	62.5735
XI502	43.40544955	8.187300485	59.78662785	26.39583621	3.494816349	5.040429362	11.07268275	3.879238571	2.391062207	20.59557624	20.05426486	11.58998138	8.483186216	64.9593	63.4553	62.0157
XUN971	53.69416412	9.789648383	66.46583761	26.11989801	7.047437958	5.546519261	13.28829495	4.042796496	2.661530173	18.99360454	25.62346007	17.93414234	8.414691229	67.8502	67.0169	64.8049
XZ698	58.01262211	7.299821583	85.58504001	27.0260194	4.582524331	5.373080885	9.127888617	4.309612315	2.863980495	19.82885717	22.57474579	18.02705418	7.717829187	72.8826	73.4723	70.0486
YAN414	56.44407038	9.857248461	64.74840777	28.13350109	3.540137515	4.843191083	12.42419695	3.742058774	2.496294984	22.72011626	19.77468907	13.1313148	7.778879067	68.2785	66.4604	63.0198
YE107	47.99282503	8.920528089	65.65952972	27.59346481	2.617093578	5.68261394	11.25759073	4.006049305	2.412946083	17.38468827	27.82138132	16.70032329	8.756044667	76.2392	72.3343	69.136
YE478	49.73386632	8.478994455	65.22610349	23.29712482	11.46353237	5.016219116	12.12348731	3.796042016	2.157823352	20.78190183	23.83609229	16.61908242	9.066480173	70.9553	69.3542	67.4825
YE515	56.57821484	7.805181385	62.03009167	27.712136	5.044381874	5.413294515	10.81451593	4.036778094	2.507145008	18.80085393	22.19652462	18.96606084	8.757166164	71.7048	68.3525	66.0321
YE52106	74.09096747	10.14602549	59.27765444	32.34342306	6.204045923	4.779451112	13.2078109	3.890877441	2.393209066	24.28353784	20.06140512	18.27005439	7.793769281	71.2765	68.6864	66.2553
YE8001	43.136719	7.428896164	69.68459685	26.95144151	8.199292822	4.889423079	11.33279784	3.560777213	2.112793042	19.38553077	22.55278456	10.74528516	8.228563547	68.9209	68.2412	65.6974
YU374	53.18850023	7.953945309	63.39493657	28.40943929	9.288674201	5.510956187	14.59019081	3.320953015	2.079857649	23.06756779	26.29886591	12.9407264	7.963517727	72.6684	70.4672	68.0403
YU87-1	45.73823829	8.778710008	70.75372536	24.28528188	8.472614314	5.224673442	10.45985544	4.042249368	2.607196079	17.42657263	30.55788623	21.20511566	9.149083011	68.7068	66.1265	64.5817
YUN46	98.67759557	8.419795025	78.55325503	29.37064731	10.14270172	6.167434092	13.50761796	4.190923176	2.977811852	21.4829658	27.10645942	28.59012304	9.21999295	76.1418	75.3279	71.1764
Z2018F	66.60051741	9.826620594	66.15874751	31.86612456	4.972425808	5.577021436	12.02708334	4.115199695	2.613708727	19.95735757	24.63666119	21.55770419	8.097529658	71.1694	71.3576	68.375
ZAC546	45.71648812	8.478994455	64.73703406	32.08240044	8.731990833	5.230418246	12.12614063	3.609653932	2.126376565	25.58139192	23.46234547	11.7304901	9.290235845	66.6724	65.2361	63.3545
ZB648	61.87841155	8.332965161	65.80616257	29.55420992	9.077826192	5.460210416	10.44924216	4.101521508	2.59044927	20.32144205	25.66761889	13.40290326	8.304503641	69.028	67.5734	64.4702
ZH68	41.76270433	7.492339603	60.8813472	25.76658526	5.473887078	5.556914621	11.1916327	3.434026021	1.959652771	21.48273108	21.22352016	8.757311144	8.213673332	65.8159	64.3457	62.462
ZHENG22	60.80569749	9.579409955	69.49124382	28.68164859	16.70349585	5.689045119	12.81739557	4.133619652	2.569236644	21.32655549	23.05739708	20.08540884	8.358108413	70.4199	68.4638	66.59
ZHENG28	68.85370273	9.500652583	71.82285387	27.782985	7.250476782	4.970671025	11.98639909	4.297393135	2.76033635	22.14400611	24.92886755	17.73371179	8.502543495	72.4543	70.022	67.9288
ZHENG29	56.80852377	8.393673968	62.75800895	29.52437876	7.925971329	5.241907855	13.02296291	3.747712425	2.046177954	23.81236969	22.37038435	13.12791563	7.862264268	71.2765	68.3525	66.0321
ZHENG30	60.64262641	7.894877281	75.42604442	26.86343959	7.890829994	5.636384414	14.03476241	3.748077176	2.365297717	23.80600247	23.81006493	17.46958313	7.909912955	68.2785	66.2378	64.4702
ZHENG32	56.38522347	7.813932204	63.49729994	27.641287	4.763251196	5.555136468	12.45249904	3.129093656	1.8416808	19.02057893	21.83965465	10.51548908	7.396200552	72.4543	71.2463	68.8213
ZHENG35	52.85573364	8.048016615	65.26249935	28.2356728	8.054822889	5.728848406	13.00881187	3.655430262	1.966351494	23.28980138	20.33287031	9.512517658	7.954583598	70.2058	69.1316	66.0321
ZHENG58	39.6773376	8.223032996	68.60409463	27.94705636	4.657827192	4.797916554	12.84430601	4.034042456	2.493689924	22.31647323	27.86432573	14.99669871	8.72291867	66.9937	66.1265	63.3545
ZHENG653	50.920962	7.943006786	62.91724086	26.27651159	6.590600606	5.37116595	9.938035769	3.694823438	2.370879987	22.66454407	19.17990578	12.67390265	7.476607711	73.3109	70.5785	68.4866
ZHI41	73.67517485	8.428677245	57.13257319	25.5083593	11.15897413	6.21086484	10.87377342	3.749536183	2.304823126	20.79906335	20.90630241	15.32546369	8.593373803	75.024	74.0288	70.4948
ZHONG69	69.26839129	10.01695091	75.29183467	34.35263518	8.800600106	5.1231819	11.24435383	3.973493685	2.535184798	22.66236971	23.31593727	19.97105581	8.608264018	75.1311	72.8045	69.937
ZI330	59.51967717	8.877156723	71.33378444	31.29560369	12.1468361	5.911177551	13.66506644	3.638469311	2.194294182	22.83148327	20.74067664	15.71426401	7.557014869	71.4906	67.4621	64.9165
ZONG3	46.66532557	7.875187938	67.11413894	30.99356323	8.816218477	5.399889972	11.5830944	3.211892276	1.814513753	21.39573478	24.48164273	9.214723291	8.998115713	70.661	67.2693	66.1437
ZONG31	52.46472589	7.85710068	63.59466356	31.34509819	6.496866972	4.650817208	12.44747365	3.401233015	2.029204297	24.41345458	22.64989336	12.78709796	8.909046352	71.8119	68.6864	65.028
ZZ01	57.42216567	9.041234581	69.40025416	31.57527078	7.336377822	5.889155801	15.31666916	3.732757608	2.353388874	25.83526184	24.50855402	20.41655618	8.286635383	66.7795	66.4604	65.028
ZZ03	66.6940321	8.172715787	78.30586717	28.4653727	7.734646283	5.448720808	14.59160591	3.718532294	2.44196089	25.3329578	23.68073769	20.86634479	8.186870946	68.7068	68.2412	65.9206
