tissue,type,medi,V1
Leaf 3 base,Metabolite,GRMZM2G119485,8
Leaf 3 base,Metabolite,GRMZM2G120257,9
Leaf 3 base,Metabolite,GRMZM2G122443,24
Leaf 3 base,Metabolite,GRMZM2G122954,19
Leaf 3 base,Metabolite,GRMZM2G124799,13
Leaf 3 base,Metabolite,GRMZM2G126002,9
Leaf 3 base,Metabolite,GRMZM2G127309,47
Leaf 3 base,Metabolite,GRMZM2G128056,9
Leaf 3 base,Metabolite,GRMZM2G128189,20
Leaf 3 base,Metabolite,GRMZM2G128214,7
Leaf 3 base,Metabolite,GRMZM2G129431,12
Leaf 3 base,Metabolite,GRMZM2G133314,28
Leaf 3 base,Metabolite,GRMZM2G133746,24
Leaf 3 base,Metabolite,GRMZM2G134716,5
Leaf 3 base,Metabolite,GRMZM2G135446,14
Leaf 3 base,Metabolite,GRMZM2G135763,14
Leaf 3 base,Metabolite,GRMZM2G137779,11
Leaf 3 base,Metabolite,GRMZM2G138125,34
Leaf 3 base,Metabolite,GRMZM2G139973,25
Leaf 3 base,Metabolite,GRMZM2G141848,31
Leaf 3 base,Metabolite,GRMZM2G145213,14
Leaf 3 base,Metabolite,GRMZM2G145720,14
Leaf 3 base,Metabolite,GRMZM2G147481,15
Leaf 3 base,Metabolite,GRMZM2G147503,15
Leaf 3 base,Metabolite,GRMZM2G149286,14
Leaf 3 base,Metabolite,GRMZM2G149392,21
Leaf 3 base,Metabolite,GRMZM2G151245,16
Leaf 3 base,Metabolite,GRMZM2G152438,28
Leaf 3 base,Metabolite,GRMZM2G152638,8
Leaf 3 base,Metabolite,GRMZM2G154048,43
Leaf 3 base,Metabolite,GRMZM2G154156,10
Leaf 3 base,Metabolite,GRMZM2G154328,4
Leaf 3 base,Metabolite,GRMZM2G155002,13
Leaf 3 base,Metabolite,GRMZM2G155776,6
Leaf 3 base,Metabolite,GRMZM2G156816,25
Leaf 3 base,Metabolite,GRMZM2G156937,21
Leaf 3 base,Metabolite,GRMZM2G158890,13
Leaf 3 base,Metabolite,GRMZM2G163296,26
Leaf 3 base,Metabolite,GRMZM2G165778,12
Leaf 3 base,Metabolite,GRMZM2G168959,11
Leaf 3 base,Metabolite,GRMZM2G169270,18
Leaf 3 base,Metabolite,GRMZM2G171644,18
Leaf 3 base,Metabolite,GRMZM2G173612,46
Leaf 3 base,Metabolite,GRMZM2G178681,14
Leaf 3 base,Metabolite,GRMZM2G179679,9
Leaf 3 base,Metabolite,GRMZM2G306597,11
Leaf 3 base,Metabolite,GRMZM2G307404,21
Leaf 3 base,Metabolite,GRMZM2G308365,36
Leaf 3 base,Metabolite,GRMZM2G321413,6
Leaf 3 base,Metabolite,GRMZM2G337330,55
Leaf 3 base,Metabolite,GRMZM2G351716,22
Leaf 3 base,Metabolite,GRMZM2G359397,4
Leaf 3 base,Metabolite,GRMZM2G362470,50
Leaf 3 base,Metabolite,GRMZM2G374263,17
Leaf 3 base,Metabolite,GRMZM2G383833,1
Leaf 3 base,Metabolite,GRMZM2G387394,7
Leaf 3 base,Metabolite,GRMZM2G391286,2
Leaf 3 base,Metabolite,GRMZM2G401062,12
Leaf 3 base,Metabolite,GRMZM2G402002,12
Leaf 3 base,Metabolite,GRMZM2G409934,29
Leaf 3 base,Metabolite,GRMZM2G417597,1
Leaf 3 base,Metabolite,GRMZM2G429169,26
Leaf 3 base,Metabolite,GRMZM2G431703,14
Leaf 3 base,Metabolite,GRMZM2G434669,31
Leaf 3 base,Metabolite,GRMZM2G436226,5
Leaf 3 base,Metabolite,GRMZM2G447976,12
Leaf 3 base,Metabolite,GRMZM2G448258,45
Leaf 3 base,Metabolite,GRMZM2G458448,30
Leaf 3 base,Metabolite,GRMZM2G459291,32
Leaf 3 base,Metabolite,GRMZM2G466848,11
Leaf 3 base,Metabolite,GRMZM2G468535,25
Leaf 3 base,Metabolite,GRMZM2G470974,21
Leaf 3 base,Metabolite,GRMZM2G471089,14
Leaf 3 base,Metabolite,GRMZM2G472780,3
Leaf 3 base,Metabolite,GRMZM2G492252,5
Leaf 3 base,Metabolite,GRMZM2G556515,20
Leaf 3 base,Metabolite,GRMZM2G591605,22
Leaf 3 base,Metabolite,GRMZM5G824137,21
Leaf 3 base,Metabolite,GRMZM5G834837,20
Leaf 3 base,Metabolite,GRMZM5G860469,23
Leaf 3 base,Metabolite,GRMZM5G861997,20
Leaf 3 base,Metabolite,GRMZM5G894582,6
Leaf 3 base,Metabolite,zma.MIR528a,16
Leaf 3 base,Morphology,AC148152.3_FG005,124
Leaf 3 base,Morphology,AC148152.3_FG008,7
Leaf 3 base,Morphology,AC149475.2_FG002,20
Leaf 3 base,Morphology,AC149475.2_FG003,30
Leaf 3 base,Morphology,GRMZM2G000231,13
Leaf 3 base,Morphology,GRMZM2G000764,12
Leaf 3 base,Morphology,GRMZM2G010095,31
Leaf 3 base,Morphology,GRMZM2G016088,4
Leaf 3 base,Morphology,GRMZM2G017550,24
Leaf 3 base,Morphology,GRMZM2G022563,37
Leaf 3 base,Morphology,GRMZM2G031065,22
Leaf 3 base,Morphology,GRMZM2G037150,5
Leaf 3 base,Morphology,GRMZM2G040278,27
Leaf 3 base,Morphology,GRMZM2G052713,30
Leaf 3 base,Morphology,GRMZM2G055437,5
Leaf 3 base,Morphology,GRMZM2G056702,67
Leaf 3 base,Morphology,GRMZM2G061396,27
Leaf 3 base,Morphology,GRMZM2G065388,11
Leaf 3 base,Morphology,GRMZM2G071157,6
Leaf 3 base,Morphology,GRMZM2G073347,6
Leaf 3 base,Morphology,GRMZM2G077811,25
Leaf 3 base,Morphology,GRMZM2G081017,32
Leaf 3 base,Morphology,GRMZM2G085054,2
Leaf 3 base,Morphology,GRMZM2G087806,7
Leaf 3 base,Morphology,GRMZM2G093139,71
Leaf 3 base,Morphology,GRMZM2G103258,19
Leaf 3 base,Morphology,GRMZM2G113372,29
Leaf 3 base,Morphology,GRMZM2G113415,23
Leaf 3 base,Morphology,GRMZM2G118286,35
Leaf 3 base,Morphology,GRMZM2G119906,6
Leaf 3 base,Morphology,GRMZM2G122712,32
Leaf 3 base,Morphology,GRMZM2G127123,7
Leaf 3 base,Morphology,GRMZM2G128160,19
Leaf 3 base,Morphology,GRMZM2G130305,17
Leaf 3 base,Morphology,GRMZM2G131321,32
Leaf 3 base,Morphology,GRMZM2G136513,50
Leaf 3 base,Morphology,GRMZM2G136975,24
Leaf 3 base,Morphology,GRMZM2G141607,25
Leaf 3 base,Morphology,GRMZM2G153178,2
Leaf 3 base,Morphology,GRMZM2G159937,21
Leaf 3 base,Morphology,GRMZM2G160178,23
Leaf 3 base,Morphology,GRMZM2G160842,8
Leaf 3 base,Morphology,GRMZM2G167283,29
Leaf 3 base,Morphology,GRMZM2G167591,22
Leaf 3 base,Morphology,GRMZM2G171650,40
Leaf 3 base,Morphology,GRMZM2G177937,23
Leaf 3 base,Morphology,GRMZM2G317738,26
Leaf 3 base,Morphology,GRMZM2G328133,13
Leaf 3 base,Morphology,GRMZM2G371271,33
Leaf 3 base,Morphology,GRMZM2G403218,27
Leaf 3 base,Morphology,GRMZM2G418415,19
Leaf 3 base,Morphology,GRMZM2G432060,5
Leaf 3 base,Morphology,GRMZM2G445783,13
Leaf 3 base,Morphology,GRMZM2G446171,5
Leaf 3 base,Morphology,GRMZM2G463493,5
Leaf 3 base,Morphology,GRMZM2G701144,5
Leaf 3 base,Morphology,GRMZM5G821828,17
Leaf 3 base,Morphology,GRMZM5G868875,13
Leaf 3 base,Morphology,GRMZM5G874163,8
Leaf 3 base,Morphology,GRMZM6G101378,15
Leaf 3 base,Morphology,GRMZM6G660276,18
Leaf 3 tip,Metabolite,AC148152.3_FG005,242
Leaf 3 tip,Metabolite,AC148152.3_FG008,40
Leaf 3 tip,Metabolite,AC149475.2_FG003,70
Leaf 3 tip,Metabolite,AC198494.3_FG002,17
Leaf 3 tip,Metabolite,AC206999.1_FG002,20
Leaf 3 tip,Metabolite,AC217965.2_FG012,6
Leaf 3 tip,Metabolite,AC233883.1_FG006,45
Leaf 3 tip,Metabolite,GRMZM2G000052,39
Leaf 3 tip,Metabolite,GRMZM2G002297,35
Leaf 3 tip,Metabolite,GRMZM2G003409,5
Leaf 3 tip,Metabolite,GRMZM2G003750,29
Leaf 3 tip,Metabolite,GRMZM2G004079,42
Leaf 3 tip,Metabolite,GRMZM2G004703,10
Leaf 3 tip,Metabolite,GRMZM2G006453,3
Leaf 3 tip,Metabolite,GRMZM2G006753,23
Leaf 3 tip,Metabolite,GRMZM2G007486,20
Leaf 3 tip,Metabolite,GRMZM2G010685,26
Leaf 3 tip,Metabolite,GRMZM2G010927,21
Leaf 3 tip,Metabolite,GRMZM2G012926,19
Leaf 3 tip,Metabolite,GRMZM2G014392,7
Leaf 3 tip,Metabolite,GRMZM2G014797,22
Leaf 3 tip,Metabolite,GRMZM2G016275,21
Leaf 3 tip,Metabolite,GRMZM2G016346,4
Leaf 3 tip,Metabolite,GRMZM2G017629,16
Leaf 3 tip,Metabolite,GRMZM2G019907,2
Leaf 3 tip,Metabolite,GRMZM2G024655,10
Leaf 3 tip,Metabolite,GRMZM2G026470,8
Leaf 3 tip,Metabolite,GRMZM2G026780,12
Leaf 3 tip,Metabolite,GRMZM2G028721,26
Leaf 3 tip,Metabolite,GRMZM2G028855,4
Leaf 3 tip,Metabolite,GRMZM2G031261,23
Leaf 3 tip,Metabolite,GRMZM2G031311,18
Leaf 3 tip,Metabolite,GRMZM2G034313,29
Leaf 3 tip,Metabolite,GRMZM2G034471,23
Leaf 3 tip,Metabolite,GRMZM2G035134,9
Leaf 3 tip,Metabolite,GRMZM2G036916,21
Leaf 3 tip,Metabolite,GRMZM2G036980,58
Leaf 3 tip,Metabolite,GRMZM2G039278,9
Leaf 3 tip,Metabolite,GRMZM2G042171,11
Leaf 3 tip,Metabolite,GRMZM2G042855,3
Leaf 3 tip,Metabolite,GRMZM2G045303,18
Leaf 3 tip,Metabolite,GRMZM2G046911,36
Leaf 3 tip,Metabolite,GRMZM2G050684,17
Leaf 3 tip,Metabolite,GRMZM2G050701,24
Leaf 3 tip,Metabolite,GRMZM2G050730,7
Leaf 3 tip,Metabolite,GRMZM2G051185,23
Leaf 3 tip,Metabolite,GRMZM2G051917,9
Leaf 3 tip,Metabolite,GRMZM2G056462,9
Leaf 3 tip,Metabolite,GRMZM2G058970,20
Leaf 3 tip,Metabolite,GRMZM2G060296,33
Leaf 3 tip,Metabolite,GRMZM2G060311,6
Leaf 3 tip,Metabolite,GRMZM2G060943,41
Leaf 3 tip,Metabolite,GRMZM2G062531,5
Leaf 3 tip,Metabolite,GRMZM2G063517,11
Leaf 3 tip,Metabolite,GRMZM2G065451,26
Leaf 3 tip,Metabolite,GRMZM2G066362,34
Leaf 3 tip,Metabolite,GRMZM2G068755,17
Leaf 3 tip,Metabolite,GRMZM2G069078,29
Leaf 3 tip,Metabolite,GRMZM2G069208,31
Leaf 3 tip,Metabolite,GRMZM2G070500,14
Leaf 3 tip,Metabolite,GRMZM2G072205,23
Leaf 3 tip,Metabolite,GRMZM2G073023,17
Leaf 3 tip,Metabolite,GRMZM2G074946,42
Leaf 3 tip,Metabolite,GRMZM2G075150,15
Leaf 3 tip,Metabolite,GRMZM2G076542,29
Leaf 3 tip,Metabolite,GRMZM2G076943,24
Leaf 3 tip,Metabolite,GRMZM2G080349,14
Leaf 3 tip,Metabolite,GRMZM2G081928,16
Leaf 3 tip,Metabolite,GRMZM2G081943,8
Leaf 3 tip,Metabolite,GRMZM2G082346,24
Leaf 3 tip,Metabolite,GRMZM2G083130,30
Leaf 3 tip,Metabolite,GRMZM2G086971,5
Leaf 3 tip,Metabolite,GRMZM2G087226,22
Leaf 3 tip,Metabolite,GRMZM2G088539,12
Leaf 3 tip,Metabolite,GRMZM2G091233,12
Leaf 3 tip,Metabolite,GRMZM2G092281,29
Leaf 3 tip,Metabolite,GRMZM2G094304,10
Leaf 3 tip,Metabolite,GRMZM2G098434,43
Leaf 3 tip,Metabolite,GRMZM2G099097,8
Leaf 3 tip,Metabolite,GRMZM2G099528,21
Leaf 3 tip,Metabolite,GRMZM2G101282,19
Leaf 3 tip,Metabolite,GRMZM2G104418,8
Leaf 3 tip,Metabolite,GRMZM2G105869,71
Leaf 3 tip,Metabolite,GRMZM2G106393,13
Leaf 3 tip,Metabolite,GRMZM2G108514,10
Leaf 3 tip,Metabolite,GRMZM2G110412,87
Leaf 3 tip,Metabolite,GRMZM2G113396,36
Leaf 3 tip,Metabolite,GRMZM2G115805,5
Leaf 3 tip,Metabolite,GRMZM2G121960,29
Leaf 3 tip,Metabolite,GRMZM2G121990,11
Leaf 3 tip,Metabolite,GRMZM2G122276,25
Leaf 3 tip,Metabolite,GRMZM2G123014,10
Leaf 3 tip,Metabolite,GRMZM2G123544,44
Leaf 3 tip,Metabolite,GRMZM2G125314,11
Leaf 3 tip,Metabolite,GRMZM2G126002,21
Leaf 3 tip,Metabolite,GRMZM2G126603,27
Leaf 3 tip,Metabolite,GRMZM2G129860,10
Leaf 3 tip,Metabolite,GRMZM2G131784,15
Leaf 3 tip,Metabolite,GRMZM2G132628,15
Leaf 3 tip,Metabolite,GRMZM2G132862,14
Leaf 3 tip,Metabolite,GRMZM2G133434,5
Leaf 3 tip,Metabolite,GRMZM2G133629,4
Leaf 3 tip,Metabolite,GRMZM2G134054,81
Leaf 3 tip,Metabolite,GRMZM2G135120,39
Leaf 3 tip,Metabolite,GRMZM2G135256,13
Leaf 3 tip,Metabolite,GRMZM2G135617,12
Leaf 3 tip,Metabolite,GRMZM2G137435,20
Leaf 3 tip,Metabolite,GRMZM2G137775,9
Leaf 3 tip,Metabolite,GRMZM2G138245,23
Leaf 3 tip,Metabolite,GRMZM2G139522,30
Leaf 3 tip,Metabolite,GRMZM2G140082,28
Leaf 3 tip,Metabolite,GRMZM2G140095,21
Leaf 3 tip,Metabolite,GRMZM2G140811,25
Leaf 3 tip,Metabolite,GRMZM2G142011,38
Leaf 3 tip,Metabolite,GRMZM2G144020,29
Leaf 3 tip,Metabolite,GRMZM2G146234,13
Leaf 3 tip,Metabolite,GRMZM2G147809,10
Leaf 3 tip,Metabolite,GRMZM2G149286,12
Leaf 3 tip,Metabolite,GRMZM2G152777,19
Leaf 3 tip,Metabolite,GRMZM2G153945,9
Leaf 3 tip,Metabolite,GRMZM2G155729,31
Leaf 3 tip,Metabolite,GRMZM2G156026,17
Leaf 3 tip,Metabolite,GRMZM2G160710,7
Leaf 3 tip,Metabolite,GRMZM2G161302,15
Leaf 3 tip,Metabolite,GRMZM2G166671,20
Leaf 3 tip,Metabolite,GRMZM2G166767,23
Leaf 3 tip,Metabolite,GRMZM2G169825,8
Leaf 3 tip,Metabolite,GRMZM2G171559,6
Leaf 3 tip,Metabolite,GRMZM2G171604,11
Leaf 3 tip,Metabolite,GRMZM2G172710,1
Leaf 3 tip,Metabolite,GRMZM2G176085,9
Leaf 3 tip,Metabolite,GRMZM2G176998,21
Leaf 3 tip,Metabolite,GRMZM2G177812,14
Leaf 3 tip,Metabolite,GRMZM2G177863,99
Leaf 3 tip,Metabolite,GRMZM2G180419,26
Leaf 3 tip,Metabolite,GRMZM2G181371,15
Leaf 3 tip,Metabolite,GRMZM2G303728,8
Leaf 3 tip,Metabolite,GRMZM2G304745,30
Leaf 3 tip,Metabolite,GRMZM2G306806,2
Leaf 3 tip,Metabolite,GRMZM2G309479,32
Leaf 3 tip,Metabolite,GRMZM2G320298,25
Leaf 3 tip,Metabolite,GRMZM2G320705,10
Leaf 3 tip,Metabolite,GRMZM2G336326,29
Leaf 3 tip,Metabolite,GRMZM2G337594,31
Leaf 3 tip,Metabolite,GRMZM2G345700,6
Leaf 3 tip,Metabolite,GRMZM2G351330,12
Leaf 3 tip,Metabolite,GRMZM2G356817,37
Leaf 3 tip,Metabolite,GRMZM2G359952,25
Leaf 3 tip,Metabolite,GRMZM2G373396,16
Leaf 3 tip,Metabolite,GRMZM2G375002,248
Leaf 3 tip,Metabolite,GRMZM2G382323,44
Leaf 3 tip,Metabolite,GRMZM2G398668,31
Leaf 3 tip,Metabolite,GRMZM2G401062,21
Leaf 3 tip,Metabolite,GRMZM2G402417,8
Leaf 3 tip,Metabolite,GRMZM2G403590,49
Leaf 3 tip,Metabolite,GRMZM2G405474,33
Leaf 3 tip,Metabolite,GRMZM2G408703,21
Leaf 3 tip,Metabolite,GRMZM2G409635,28
Leaf 3 tip,Metabolite,GRMZM2G414141,18
Leaf 3 tip,Metabolite,GRMZM2G422303,8
Leaf 3 tip,Metabolite,GRMZM2G429842,10
Leaf 3 tip,Metabolite,GRMZM2G430807,10
Leaf 3 tip,Metabolite,GRMZM2G448701,18
Leaf 3 tip,Metabolite,GRMZM2G459052,25
Leaf 3 tip,Metabolite,GRMZM2G460566,12
Leaf 3 tip,Metabolite,GRMZM2G463904,26
Leaf 3 tip,Metabolite,GRMZM2G464985,39
Leaf 3 tip,Metabolite,GRMZM2G468661,13
Leaf 3 tip,Metabolite,GRMZM2G469175,44
Leaf 3 tip,Metabolite,GRMZM2G473310,10
Leaf 3 tip,Metabolite,GRMZM2G473511,29
Leaf 3 tip,Metabolite,GRMZM2G477325,12
Leaf 3 tip,Metabolite,GRMZM2G481103,88
Leaf 3 tip,Metabolite,GRMZM2G481362,40
Leaf 3 tip,Metabolite,GRMZM5G813124,23
Leaf 3 tip,Metabolite,GRMZM5G819919,23
Leaf 3 tip,Metabolite,GRMZM5G831577,30
Leaf 3 tip,Metabolite,GRMZM5G866910,25
Leaf 3 tip,Metabolite,GRMZM5G882821,3
Leaf 3 tip,Metabolite,GRMZM5G891656,26
Leaf 3 tip,Metabolite,GRMZM5G896756,59
Leaf 3 tip,Metabolite,GRMZM6G810942,26
Leaf 3 tip,Metabolite,GRMZM6G911845,24
Leaf 3 tip,Metabolite,zma.MIR528a,2
Leaf 3 tip,Morphology,AC148152.3_FG005,102
Leaf 3 tip,Morphology,AC148152.3_FG008,6
Leaf 3 tip,Morphology,AC149818.2_FG006,33
Leaf 3 tip,Morphology,AC198353.5_FG004,49
Leaf 3 tip,Morphology,AC215260.3_FG004,25
Leaf 3 tip,Morphology,GRMZM2G002420,35
Leaf 3 tip,Morphology,GRMZM2G002606,23
Leaf 3 tip,Morphology,GRMZM2G003640,12
Leaf 3 tip,Morphology,GRMZM2G004157,4
Leaf 3 tip,Morphology,GRMZM2G004683,8
Leaf 3 tip,Morphology,GRMZM2G006753,19
Leaf 3 tip,Morphology,GRMZM2G007188,5
Leaf 3 tip,Morphology,GRMZM2G008247,23
Leaf 3 tip,Morphology,GRMZM2G010823,6
Leaf 3 tip,Morphology,GRMZM2G012685,38
Leaf 3 tip,Morphology,GRMZM2G015067,50
Leaf 3 tip,Morphology,GRMZM2G017894,14
Leaf 3 tip,Morphology,GRMZM2G018955,14
Leaf 3 tip,Morphology,GRMZM2G020928,19
Leaf 3 tip,Morphology,GRMZM2G023059,37
Leaf 3 tip,Morphology,GRMZM2G023946,14
Leaf 3 tip,Morphology,GRMZM2G024437,5
Leaf 3 tip,Morphology,GRMZM2G025742,25
Leaf 3 tip,Morphology,GRMZM2G027021,9
Leaf 3 tip,Morphology,GRMZM2G033515,39
Leaf 3 tip,Morphology,GRMZM2G040991,13
Leaf 3 tip,Morphology,GRMZM2G048434,9
Leaf 3 tip,Morphology,GRMZM2G048910,8
Leaf 3 tip,Morphology,GRMZM2G050933,20
Leaf 3 tip,Morphology,GRMZM2G054663,29
Leaf 3 tip,Morphology,GRMZM2G055660,24
Leaf 3 tip,Morphology,GRMZM2G064197,20
Leaf 3 tip,Morphology,GRMZM2G068382,20
Leaf 3 tip,Morphology,GRMZM2G072298,19
Leaf 3 tip,Morphology,GRMZM2G073826,19
Leaf 3 tip,Morphology,GRMZM2G075562,29
Leaf 3 tip,Morphology,GRMZM2G077197,28
Leaf 3 tip,Morphology,GRMZM2G080168,20
Leaf 3 tip,Morphology,GRMZM2G081239,40
Leaf 3 tip,Morphology,GRMZM2G081848,16
Leaf 3 tip,Morphology,GRMZM2G087806,4
Leaf 3 tip,Morphology,GRMZM2G094050,26
Leaf 3 tip,Morphology,GRMZM2G095807,155
Leaf 3 tip,Morphology,GRMZM2G101769,16
Leaf 3 tip,Morphology,GRMZM2G103805,27
Leaf 3 tip,Morphology,GRMZM2G103840,17
Leaf 3 tip,Morphology,GRMZM2G103884,37
Leaf 3 tip,Morphology,GRMZM2G108530,19
Leaf 3 tip,Morphology,GRMZM2G110109,7
Leaf 3 tip,Morphology,GRMZM2G110195,19
Leaf 3 tip,Morphology,GRMZM2G111923,4
Leaf 3 tip,Morphology,GRMZM2G113409,9
Leaf 3 tip,Morphology,GRMZM2G117878,51
Leaf 3 tip,Morphology,GRMZM2G118441,14
Leaf 3 tip,Morphology,GRMZM2G120975,11
Leaf 3 tip,Morphology,GRMZM2G122811,16
Leaf 3 tip,Morphology,GRMZM2G130459,5
Leaf 3 tip,Morphology,GRMZM2G131070,49
Leaf 3 tip,Morphology,GRMZM2G133573,19
Leaf 3 tip,Morphology,GRMZM2G135095,13
Leaf 3 tip,Morphology,GRMZM2G137593,14
Leaf 3 tip,Morphology,GRMZM2G139284,7
Leaf 3 tip,Morphology,GRMZM2G142334,26
Leaf 3 tip,Morphology,GRMZM2G143469,52
Leaf 3 tip,Morphology,GRMZM2G145061,4
Leaf 3 tip,Morphology,GRMZM2G153920,23
Leaf 3 tip,Morphology,GRMZM2G154626,26
Leaf 3 tip,Morphology,GRMZM2G155753,22
Leaf 3 tip,Morphology,GRMZM2G159956,6
Leaf 3 tip,Morphology,GRMZM2G160569,4
Leaf 3 tip,Morphology,GRMZM2G162537,2
Leaf 3 tip,Morphology,GRMZM2G166348,23
Leaf 3 tip,Morphology,GRMZM2G168917,23
Leaf 3 tip,Morphology,GRMZM2G170400,46
Leaf 3 tip,Morphology,GRMZM2G170602,8
Leaf 3 tip,Morphology,GRMZM2G170742,23
Leaf 3 tip,Morphology,GRMZM2G172159,38
Leaf 3 tip,Morphology,GRMZM2G173563,75
Leaf 3 tip,Morphology,GRMZM2G178209,1
Leaf 3 tip,Morphology,GRMZM2G309970,11
Leaf 3 tip,Morphology,GRMZM2G313553,6
Leaf 3 tip,Morphology,GRMZM2G331701,29
Leaf 3 tip,Morphology,GRMZM2G341934,14
Leaf 3 tip,Morphology,GRMZM2G343543,28
Leaf 3 tip,Morphology,GRMZM2G356938,17
Leaf 3 tip,Morphology,GRMZM2G361993,21
Leaf 3 tip,Morphology,GRMZM2G375002,22
Leaf 3 tip,Morphology,GRMZM2G400135,4
Leaf 3 tip,Morphology,GRMZM2G403915,7
Leaf 3 tip,Morphology,GRMZM2G406014,20
Leaf 3 tip,Morphology,GRMZM2G414141,18
Leaf 3 tip,Morphology,GRMZM2G418689,21
Leaf 3 tip,Morphology,GRMZM2G420758,12
Leaf 3 tip,Morphology,GRMZM2G430455,15
Leaf 3 tip,Morphology,GRMZM2G432560,18
Leaf 3 tip,Morphology,GRMZM2G438400,23
Leaf 3 tip,Morphology,GRMZM2G463904,29
Leaf 3 tip,Morphology,GRMZM2G466298,5
Leaf 3 tip,Morphology,GRMZM2G467435,6
Leaf 3 tip,Morphology,GRMZM2G544469,103
Leaf 3 tip,Morphology,GRMZM2G704093,23
Leaf 3 tip,Morphology,GRMZM5G813892,20
Leaf 3 tip,Morphology,GRMZM5G816453,16
Leaf 3 tip,Morphology,GRMZM5G817037,8
Leaf 3 tip,Morphology,GRMZM5G834837,21
Leaf 3 tip,Morphology,GRMZM5G856653,9
Leaf 3 tip,Morphology,GRMZM5G893649,14
Adult leaf during the day,Metabolite,AC148152.3_FG008,33
Adult leaf during the day,Metabolite,AC148167.6_FG001,11
Adult leaf during the day,Metabolite,AC149475.2_FG003,93
Adult leaf during the day,Metabolite,AC233960.1_FG003,5
Adult leaf during the day,Metabolite,AC234526.1_FG005,4
Adult leaf during the day,Metabolite,GRMZM2G005461,9
Adult leaf during the day,Metabolite,GRMZM2G021035,14
Adult leaf during the day,Metabolite,GRMZM2G022563,7
Adult leaf during the day,Metabolite,GRMZM2G024733,15
Adult leaf during the day,Metabolite,GRMZM2G035150,4
Adult leaf during the day,Metabolite,GRMZM2G035248,18
Adult leaf during the day,Metabolite,GRMZM2G045690,3
Adult leaf during the day,Metabolite,GRMZM2G049057,14
Adult leaf during the day,Metabolite,GRMZM2G050984,19
Adult leaf during the day,Metabolite,GRMZM2G052507,62
Adult leaf during the day,Metabolite,GRMZM2G054152,2
Adult leaf during the day,Metabolite,GRMZM2G065804,6
Adult leaf during the day,Metabolite,GRMZM2G074053,29
Adult leaf during the day,Metabolite,GRMZM2G077845,6
Adult leaf during the day,Metabolite,GRMZM2G080450,5
Adult leaf during the day,Metabolite,GRMZM2G085266,6
Adult leaf during the day,Metabolite,GRMZM2G088482,7
Adult leaf during the day,Metabolite,GRMZM2G092000,6
Adult leaf during the day,Metabolite,GRMZM2G093826,2
Adult leaf during the day,Metabolite,GRMZM2G096355,5
Adult leaf during the day,Metabolite,GRMZM2G100246,31
Adult leaf during the day,Metabolite,GRMZM2G103166,9
Adult leaf during the day,Metabolite,GRMZM2G105494,12
Adult leaf during the day,Metabolite,GRMZM2G106945,6
Adult leaf during the day,Metabolite,GRMZM2G115598,32
Adult leaf during the day,Metabolite,GRMZM2G117064,11
Adult leaf during the day,Metabolite,GRMZM2G121404,16
Adult leaf during the day,Metabolite,GRMZM2G127067,8
Adult leaf during the day,Metabolite,GRMZM2G129311,10
Adult leaf during the day,Metabolite,GRMZM2G131793,4
Adult leaf during the day,Metabolite,GRMZM2G138676,7
Adult leaf during the day,Metabolite,GRMZM2G140998,7
Adult leaf during the day,Metabolite,GRMZM2G141034,14
Adult leaf during the day,Metabolite,GRMZM2G145065,19
Adult leaf during the day,Metabolite,GRMZM2G147408,90
Adult leaf during the day,Metabolite,GRMZM2G153017,22
Adult leaf during the day,Metabolite,GRMZM2G156026,38
Adult leaf during the day,Metabolite,GRMZM2G159956,6
Adult leaf during the day,Metabolite,GRMZM2G162154,25
Adult leaf during the day,Metabolite,GRMZM2G165949,11
Adult leaf during the day,Metabolite,GRMZM2G171324,5
Adult leaf during the day,Metabolite,GRMZM2G179253,65
Adult leaf during the day,Metabolite,GRMZM2G179336,3
Adult leaf during the day,Metabolite,GRMZM2G180903,53
Adult leaf during the day,Metabolite,GRMZM2G340527,1
Adult leaf during the day,Metabolite,GRMZM2G362857,19
Adult leaf during the day,Metabolite,GRMZM2G377311,16
Adult leaf during the day,Metabolite,GRMZM2G430807,54
Adult leaf during the day,Metabolite,GRMZM2G446218,35
Adult leaf during the day,Metabolite,GRMZM2G456059,3
Adult leaf during the day,Metabolite,GRMZM2G469477,66
Adult leaf during the day,Metabolite,GRMZM2G470981,87
Adult leaf during the day,Metabolite,GRMZM2G495626,90
Adult leaf during the day,Metabolite,GRMZM2G544469,30
Adult leaf during the day,Metabolite,GRMZM2G575305,18
Adult leaf during the day,Metabolite,GRMZM2G700788,12
Adult leaf during the day,Metabolite,GRMZM5G834697,4
Adult leaf during the day,Metabolite,GRMZM5G845129,23
Adult leaf during the day,Metabolite,GRMZM5G881135,13
Adult leaf during the day,Metabolite,GRMZM6G427659,14
Adult leaf during the day,Morphology,AC148152.3_FG008,4
Adult leaf during the day,Morphology,AC149810.2_FG008,18
Adult leaf during the day,Morphology,AC204611.4_FG001,129
Adult leaf during the day,Morphology,AC207722.2_FG009,17
Adult leaf during the day,Morphology,GRMZM2G000326,12
Adult leaf during the day,Morphology,GRMZM2G008410,4
Adult leaf during the day,Morphology,GRMZM2G010054,76
Adult leaf during the day,Morphology,GRMZM2G017159,23
Adult leaf during the day,Morphology,GRMZM2G017923,14
Adult leaf during the day,Morphology,GRMZM2G020148,100
