OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC148152.3_FG005,AC148167.6_FG001,AC199068.2_FG017,AC234171.1_FG003,GRMZM2G000816,GRMZM2G008259,GRMZM2G010152,GRMZM2G010491,GRMZM2G010637,GRMZM2G010831,GRMZM2G013600,GRMZM2G014009,GRMZM2G015080,GRMZM2G015267,GRMZM2G018022,GRMZM2G018823,GRMZM2G018869,GRMZM2G019686,GRMZM2G019783,GRMZM2G020606,GRMZM2G020940,GRMZM2G021661,GRMZM2G024607,GRMZM2G028004,GRMZM2G030823,GRMZM2G031718,GRMZM2G031790,GRMZM2G034043,GRMZM2G034645,GRMZM2G040441,GRMZM2G048210,GRMZM2G049866,GRMZM2G055217,GRMZM2G055699,GRMZM2G058089,GRMZM2G058734,GRMZM2G059991,GRMZM2G063756,GRMZM2G065030,GRMZM2G071319,GRMZM2G073888,GRMZM2G074102,GRMZM2G075257,GRMZM2G077258,GRMZM2G078500,GRMZM2G079281,GRMZM2G082564,GRMZM2G083437,GRMZM2G084086,GRMZM2G085872,GRMZM2G087103,GRMZM2G087817,GRMZM2G088291,GRMZM2G089498,GRMZM2G090374,GRMZM2G091003,GRMZM2G091435,GRMZM2G092648,GRMZM2G095868,GRMZM2G096365,GRMZM2G099989,GRMZM2G101080,GRMZM2G102923,GRMZM2G106056,GRMZM2G106552,GRMZM2G108416,GRMZM2G111208,GRMZM2G111529,GRMZM2G113127,GRMZM2G114617,GRMZM2G115504,GRMZM2G115598,GRMZM2G117513,GRMZM2G118957,GRMZM2G123362,GRMZM2G124416,GRMZM2G126002,GRMZM2G127299,GRMZM2G129907,GRMZM2G130425,GRMZM2G131165,GRMZM2G132882,GRMZM2G133988,GRMZM2G134694,GRMZM2G138881,GRMZM2G139256,GRMZM2G143242,GRMZM2G145213,GRMZM2G146004,GRMZM2G146041,GRMZM2G146948,GRMZM2G150264,GRMZM2G152470,GRMZM2G152616,GRMZM2G153017,GRMZM2G155341,GRMZM2G156218,GRMZM2G159082,GRMZM2G169080,GRMZM2G171423,GRMZM2G172320,GRMZM2G172427,GRMZM2G174481,GRMZM2G178859,GRMZM2G180172,GRMZM2G306597,GRMZM2G308189,GRMZM2G315769,GRMZM2G324860,GRMZM2G327263,GRMZM2G329750,GRMZM2G335377,GRMZM2G335407,GRMZM2G336908,GRMZM2G342033,GRMZM2G358791,GRMZM2G359566,GRMZM2G365770,GRMZM2G375197,GRMZM2G376265,GRMZM2G386281,GRMZM2G399183,GRMZM2G426556,GRMZM2G431114,GRMZM2G442265,GRMZM2G447987,GRMZM2G463227,GRMZM2G473925,GRMZM2G556515,GRMZM5G806649,GRMZM5G816453,GRMZM5G842071,GRMZM5G857930,GRMZM5G882527,GRMZM5G884600,GRMZM6G348677,GRMZM6G443309
KAKRNA2_10346259_GRoot_Tzi25_ACACGC,GRoot,GRoot,Tzi25,Tzi25,282set_Tzi25,Tzi25,Tzi25:8042MABXX:2:E6,PI506255,52.2864,42.02459,1.95463,5.37524,22.96692,17.10303,13.68242,7.32987,26.87619,28.34216,81.11722,42.51324,2.93195,9.2845,0,6.35255,16.12571,0.48866,10.75048,15.1484,1100.94642,0,0.48866,19.05766,5.37524,2.44329,1.46597,29.31948,1.46597,0.48866,0.48866,73.78735,6.84121,0.97732,6.35255,0,202.3044,2.93195,1.95463,0.48866,5.8639,8.79584,19.05766,0.97732,65.48017,0,72.32138,27.36485,0,3.90926,25.41021,5.8639,0.48866,20.52363,5.8639,0,24.4329,8.30719,5.8639,33.7174,2.44329,0.97732,7.32987,2.44329,6.84121,11.72779,2.93195,5.37524,29.80814,0.48866,43.97922,167.60969,83.07186,5.8639,2.44329,10.75048,1.46597,0.97732,1.95463,5.8639,0,3.90926,0,0.48866,36.16069,0,18.569,37.62666,13.68242,2.93195,4.88658,0.97732,28.34216,11.23913,6.35255,7.32987,5.8639,0.48866,23.94424,9.2845,0,10.26182,57.66164,16.12571,22.47827,0,0.97732,18.08035,2.93195,2.93195,1.46597,32.25143,4.39792,0,0.48866,12.70511,1.46597,31.27411,3.42061,0,0.48866,0,2.93195,0.48866,1.46597,7.32987,19.05766,0,0,24.92156,0.48866,1.95463,4.88658,0.48866,1.46597,21.98961,0
KAKRNA27_10346929_L3Tip_Tzi25_TGACAC,L3Tip,L3Tip,Tzi25,Tzi25,282set_Tzi25,Tzi25,Tzi25:8042MABXX:2:E6,PI506255,1.50719,101.73516,0,1.50719,17.33266,91.18485,16.57906,418.99816,27.12938,3.76797,42.95485,30.14375,43.70844,8.28953,0,9.79672,1.50719,45.21563,19.59344,21.85422,65.56266,0.75359,25.62219,4.52156,6.78234,3.76797,0.75359,43.70844,0,5.27516,20.34703,9.79672,16.57906,18.08625,1.50719,5.27516,73.85219,620.9613,3.76797,3.01438,9.79672,6.02875,18.08625,2.26078,3.76797,0,20.34703,15.82547,0,0,28.63656,7.53594,0,51.24438,0.75359,0,24.8686,19.59344,9.04313,47.47641,17.33266,1.50719,30.14375,0,36.1725,21.10063,100.22798,0,55.76594,0,15.82547,73.0986,180.10892,10.55031,1.50719,57.27313,6.02875,0,30.89735,19.59344,113.03907,41.44766,0,0,18.83985,0,25.62219,21.10063,4.52156,13.56469,4.52156,2.26078,5.27516,58.78032,18.83985,15.82547,18.83985,0.75359,0,87.41688,0,14.31828,115.29985,12.81109,50.49079,0.75359,1.50719,7.53594,3.01438,0,0,10.55031,0,2.26078,0,0,0,2.26078,27.88297,0,0,23.36141,6.78234,0.75359,3.01438,6.78234,35.41891,0,0,15.07188,0,58.02672,6.78234,0,3.76797,40.69407,2.26078
KAKRNA26_L3Base_Tzi25_TGACAC,L3Base,L3Base,Tzi25,Tzi25,282set_Tzi25,Tzi25,Tzi25:8042MABXX:2:E6,PI506255,0,50.42922,28.57656,1.68097,17.14593,96.4879,7.06009,36.98143,35.63665,52.44639,97.83268,22.86124,33.95567,5.37912,0,24.87841,12.7754,39.33479,7.73248,24.87841,618.59839,1.68097,2.68956,9.07726,0.67239,2.68956,58.1617,31.60231,0.67239,10.75823,1.34478,32.94709,9.41345,0.33619,8.74106,2.01717,125.06446,1171.97499,0.33619,5.04292,9.41345,11.43062,13.78399,12.43921,20.17169,0,50.09302,26.55939,0,7.06009,12.10301,3.36195,0.67239,35.63665,7.73248,0.33619,22.52505,7.73248,5.04292,8.06867,2.68956,0.67239,3.02575,4.37053,15.46496,15.12876,4.70673,3.36195,36.98143,0.33619,5.37912,106.90994,56.14453,8.06867,0.67239,18.49071,2.68956,0.67239,7.73248,7.39629,1.68097,6.05151,0,1.00858,22.52505,1.00858,15.80115,16.13735,1.68097,1.68097,2.01717,2.68956,54.79975,13.78399,7.73248,12.7754,13.44779,3.02575,19.4993,14.79257,1.34478,11.09443,80.01436,21.51647,18.49071,2.01717,4.03434,14.45638,14.79257,1.00858,3.36195,20.17169,17.81832,0.67239,0,0,0,33.28328,20.84408,6.7239,2.01717,9.74965,3.69814,0,2.35336,27.23178,46.05868,1.68097,0,21.85266,0,3.36195,3.02575,20.50788,1.68097,27.23178,0
KAKRNA16_Kern_Tzi25_AACGCC,Kern,Kern,Tzi25,Tzi25,282set_Tzi25,Tzi25,Tzi25:8042MABXX:2:E6,PI506255,2.54624,56.9722,0,0.63656,4.13765,20.68823,14.00434,0.95484,113.9444,13.36778,175.05425,10.50325,1.5914,8.91185,0,17.18714,15.27746,4.13765,3.1828,48.69691,569.40373,0.31828,3.50108,21.96135,3.81937,5.41077,0,33.73773,3.81937,21.00651,1.5914,62.70125,1.5914,8.91185,5.72905,0,166.46068,9.54841,0.95484,1.5914,6.68389,4.13765,30.8732,13.36778,8.27529,0,22.59791,61.42813,1.27312,6.04733,19.41511,14.32262,0.95484,21.96135,2.54624,0,47.42379,12.73122,2.54624,25.14416,3.81937,1.5914,2.22796,8.59357,12.41294,44.24098,14.6409,1.90968,21.64307,0.31828,0.95484,236.80066,37.23881,11.77638,1.90968,30.55492,12.41294,4.13765,5.41077,5.72905,7.95701,0,0,0.95484,37.55709,0.31828,19.73339,47.74207,11.4581,6.36561,6.68389,0.95484,116.80893,89.43681,29.91836,7.32045,6.04733,2.86452,2.54624,45.5141,0,21.32479,7.00217,10.18497,126.03906,2.86452,1.90968,10.50325,3.1828,1.5914,2.54624,5.41077,1.27312,0.63656,7.32045,0,0,10.18497,13.68606,0.31828,0,0,6.68389,0,6.04733,1.90968,17.18714,0,0.31828,41.69474,3.1828,1.90968,8.91185,0,0.31828,20.05167,1.27312
10343264_LMAD26_Tzi9_CAATGC,LMAD26,LMAD,Tzi9,Tzi9,282set_Tzi9,Tzi9,Tzi9:8042MABXX:3:B3,PI506247,0,92.11017,0,0.63524,3.81146,48.91368,16.51631,83.21678,40.65552,13.34009,82.58153,27.95067,33.03261,4.4467,0,5.71718,9.52864,13.34009,11.43437,17.78679,52.08989,2.54097,22.86873,5.71718,18.42203,3.81146,0,12.70485,2.54097,3.17621,2.54097,86.39299,24.13922,10.79912,0.63524,27.95067,96.55687,99.09784,20.963,4.4467,2.54097,26.68019,18.42203,33.03261,33.03261,0,23.50398,27.31543,0,0.63524,5.71718,15.24582,1.90573,29.8564,4.4467,0,22.86873,15.88106,10.79912,27.31543,6.35243,0,10.16388,12.70485,1.27049,9.52864,94.65114,12.06961,29.22116,0,8.8934,90.20445,137.2124,25.4097,0.63524,15.88106,4.4467,1.90573,7.62291,26.68019,184.22035,0,1.90573,0,21.59825,19.69252,40.65552,13.97534,19.05728,16.51631,0,0.63524,29.8564,15.88106,22.86873,7.62291,49.54892,0.63524,0,33.03261,0,14.61058,72.41765,15.88106,24.13922,5.08194,3.81146,2.54097,0,0,3.81146,16.51631,0,2.54097,0,0,3.17621,0.63524,20.963,0,1.90573,38.7498,6.35243,0.63524,1.27049,6.98767,24.77446,0,3.81146,23.50398,0.63524,22.86873,17.78679,0.63524,13.97534,42.56125,1.90573
10344827_LMAN26_Tzi9_ACAGAT,LMAN26,LMAN,Tzi9,Tzi9,282set_Tzi9,Tzi9,Tzi9:8042MABXX:3:B3,PI506247,0,79.50275,0,1.05652,1.32064,51.50511,21.92269,103.8026,57.05181,15.84773,44.37363,27.20526,19.80966,7.13148,0,4.49019,6.07496,29.31829,13.7347,8.71625,63.65503,2.11303,24.8281,11.62167,5.5467,3.43367,0,7.92386,6.60322,6.07496,1.8489,44.90189,28.52591,15.31947,0,27.20526,111.72646,22.71507,22.71507,4.49019,5.01845,19.80966,17.4325,19.2814,21.39443,0,22.9792,25.09223,0.79239,4.75432,18.75314,10.03689,0.52826,18.22488,2.90542,0,11.35754,13.20644,6.60322,10.30102,3.16955,0.26413,7.92386,5.5467,1.05652,16.37598,38.5628,10.03689,46.22253,0.26413,9.77276,81.35166,87.95487,22.18682,1.8489,43.31712,8.98038,4.22606,9.24451,24.29985,67.0887,0.79239,1.58477,0.52826,23.24333,9.24451,29.58242,1.8489,38.29867,15.5836,1.05652,1.58477,67.35283,28.52591,16.90424,9.77276,33.54435,0.26413,0.26413,9.50864,0,15.05534,68.9376,21.65856,5.28258,19.01727,2.90542,5.81083,0,1.58477,0.79239,21.92269,0,5.28258,0,0,2.90542,4.22606,17.4325,0,1.05652,51.76924,3.6978,0.26413,1.58477,5.5467,27.20526,0,2.90542,22.45094,2.11303,111.1982,8.45212,0,5.01845,37.50628,0.79239
KAKRNA6_10346261_GRoot_Tzi9_GATCAC,GRoot,GRoot,Tzi9,Tzi9,282set_Tzi9,Tzi9,Tzi9:8042MABXX:3:B3,PI506247,45.67885,59.28531,9.7189,3.88756,10.69079,18.46592,20.4097,5.83134,28.18482,33.04427,82.61068,98.16093,6.80323,1.94378,0,6.80323,12.63457,0,6.80323,12.63457,382.9248,0,2.91567,9.7189,10.69079,2.91567,0.97189,16.52214,6.80323,3.88756,1.94378,62.20098,4.85945,0,4.85945,7.77512,304.20168,133.14898,1.94378,1.94378,5.83134,16.52214,14.57836,0.97189,389.72803,0,50.5383,17.49403,45.67885,0,50.5383,6.80323,0.97189,5.83134,11.66268,0,27.21293,7.77512,4.85945,27.21293,0.97189,0,11.66268,4.85945,0.97189,15.55025,8.74701,6.80323,22.35348,0.97189,26.24104,94.27336,68.03232,10.69079,3.88756,10.69079,0,0,4.85945,12.63457,0,0.97189,5.83134,0,35.95994,0.97189,16.52214,30.1286,9.7189,7.77512,6.80323,0.97189,34.01616,20.4097,15.55025,18.46592,14.57836,0,21.38159,3.88756,0,8.74701,68.03232,36.93183,33.04427,0,1.94378,6.80323,0,0,0.97189,14.57836,7.77512,0,0,16.52214,3.88756,9.7189,5.83134,0,0.97189,0,10.69079,0,0.97189,9.7189,15.55025,1.94378,2.91567,19.43781,0,8.74701,7.77512,0,14.57836,27.21293,0
KAKRNA23_10346932_L3Base_Tzi9_CAACAG,L3Base,L3Base,Tzi9,Tzi9,282set_Tzi9,Tzi9,Tzi9:8042MABXX:3:B3,PI506247,1.20702,76.04211,18.5076,4.02339,18.10526,41.84328,3.62105,38.22222,34.19883,48.2807,96.15907,20.92164,17.70293,4.02339,0,17.70293,11.2655,47.47603,6.03509,15.69123,384.23394,3.21871,6.43743,7.24211,9.2538,5.23041,7.64444,4.82807,1.20702,4.02339,3.62105,41.44094,2.41404,0.40234,15.69123,3.21871,154.49825,978.48895,2.0117,3.21871,8.85146,14.48421,12.47252,16.89825,104.60819,0,56.72983,20.92164,4.82807,4.02339,14.88655,12.87485,0.80468,13.27719,6.03509,0.40234,16.49591,11.66784,4.42573,2.81637,3.21871,0.80468,8.04678,0.80468,1.20702,12.07018,4.02339,4.82807,49.08538,0,8.44912,116.67837,59.14386,9.65614,1.60936,13.27719,2.81637,2.81637,4.42573,5.23041,4.02339,0.40234,3.62105,0.40234,15.69123,4.82807,15.69123,3.21871,1.20702,1.60936,2.0117,4.02339,65.58129,8.04678,20.11696,10.05848,19.71462,0.80468,12.47252,8.04678,0.80468,7.64444,59.14386,21.32398,25.74971,4.02339,2.81637,9.2538,0,0,0.40234,16.09357,9.2538,0.40234,0,3.21871,1.20702,11.2655,26.15205,2.41404,0.40234,95.35439,10.05848,0,2.41404,26.95673,28.16374,1.60936,17.70293,21.32398,0.40234,6.03509,3.62105,37.01521,4.02339,32.99181,2.0117
KAKRNA24_L3Tip_Tzi9_CAACAG,L3Tip,L3Tip,Tzi9,Tzi9,282set_Tzi9,Tzi9,Tzi9:8042MABXX:3:B3,PI506247,0,182.22776,0,0,6.94201,57.27158,19.95828,321.06796,20.82603,5.20651,34.71005,5.20651,77.22986,16.48727,0,10.41301,8.67751,32.1068,8.67751,6.07426,9.54526,0,52.93283,4.33876,8.67751,6.07426,0,11.28077,0,4.33876,0.86775,26.03254,13.88402,7.80976,2.60325,24.29703,50.32957,217.80556,39.04881,2.60325,7.80976,18.22278,8.67751,19.09053,29.50354,0,14.75177,22.56153,0,0,16.48727,9.54526,0.86775,26.03254,0.86775,0,14.75177,14.75177,4.33876,77.22986,18.22278,0.86775,38.18105,0.86775,0,11.28077,237.76384,10.41301,51.19732,0,6.94201,82.43637,249.0446,19.95828,1.7355,21.69378,13.01627,7.80976,21.69378,20.82603,227.35082,0.86775,0.86775,0,23.42928,18.22278,30.37129,98.92364,32.1068,18.22278,0,1.7355,4.33876,13.88402,32.1068,4.33876,24.29703,0,0,17.35502,0,6.94201,83.30412,19.09053,34.71005,0.86775,0,8.67751,0,0,0,13.01627,0,1.7355,0,0,0,1.7355,23.42928,0,0,192.64077,7.80976,0,0,6.07426,28.63579,0,15.61952,14.75177,6.07426,65.94909,11.28077,0,10.41301,32.1068,0
KAKRNA18_Kern_Tzi9_TTGGTA,Kern,Kern,Tzi9,Tzi9,282set_Tzi9,Tzi9,Tzi9:8042MABXX:3:B3,PI506247,0,32.01089,0,0,3.28317,16.82624,12.31188,0.82079,85.77276,15.18465,144.45939,14.36386,0.4104,4.92475,0,16.82624,9.02871,9.02871,0.82079,29.54851,239.26087,0,4.10396,10.6703,12.31188,2.87277,0,16.00544,0.82079,11.08069,2.46238,139.12424,4.10396,5.74554,6.56634,4.51436,238.02968,25.03416,0.82079,5.33515,10.6703,5.33515,24.21336,12.31188,75.92326,0.4104,21.75099,40.21881,0.4104,2.46238,24.62376,14.77426,2.46238,23.39257,4.92475,0,54.99306,12.72228,2.87277,16.82624,1.23119,0,1.64158,5.74554,0,32.83168,16.00544,7.38713,41.0396,0.82079,2.05198,180.98464,34.06287,13.13267,4.51436,27.49653,6.56634,3.69356,5.33515,20.1094,50.8891,0,7.38713,0,38.57722,0.82079,29.54851,17.23663,1.64158,6.56634,42.68118,0.4104,109.57573,63.20098,17.64703,8.20792,18.87822,0,9.02871,10.6703,0.82079,23.39257,31.60049,9.8495,78.79603,2.05198,4.92475,11.90148,0,0,2.87277,2.05198,0,0,0,0,0,9.43911,12.72228,0,0.82079,2.87277,6.56634,0,1.64158,2.46238,19.28861,1.23119,6.97673,44.32277,1.23119,6.15594,13.54307,1.23119,5.33515,15.18465,1.64158
10343927_LMAD26_U267Y_AATCCG,LMAD26,LMAD,U267Y,U267Y,282set_U267Y,U267Y,U267Y:8042MABXX:4:G12,Ames27191,0,68.40797,3.10945,2.59121,7.77363,39.38641,8.81012,63.74379,34.20398,8.81012,48.19652,15.02902,35.75871,3.6277,0,4.14594,1.55473,17.62023,5.70066,13.99254,6.73715,1.55473,59.59785,4.14594,6.21891,5.18242,0,30.05805,0.51824,8.81012,8.81012,48.71476,11.91957,20.72969,0,4.14594,92.76535,179.31179,7.77363,8.81012,8.81012,4.66418,17.62023,6.21891,1.03648,0,12.95605,16.58375,0,4.66418,22.28441,20.21144,1.55473,5.70066,5.70066,0,6.73715,25.39387,2.07297,58.56137,30.57629,0,27.98508,3.10945,16.06551,8.29187,80.32754,5.70066,30.57629,1.55473,30.05805,109.86734,61.15258,23.83914,2.07297,24.87562,8.81012,2.07297,21.76617,9.8466,145.62605,21.24793,0.51824,0.51824,23.83914,23.3209,44.56883,15.54727,81.88226,9.32836,0,1.03648,43.0141,16.58375,10.36484,20.72969,51.30598,3.6277,0,7.25539,0,17.62023,47.67828,17.10199,31.09453,4.14594,2.59121,5.70066,1.55473,1.03648,1.55473,10.88309,0,32.13101,0,0,4.66418,3.10945,36.79519,0,2.07297,57.52488,4.14594,1.55473,1.03648,5.18242,26.43035,0,5.18242,11.40133,0.51824,26.43035,22.28441,0,6.21891,32.64926,1.03648
10344827_LMAN26_U267Y_GACGAT,LMAN26,LMAN,U267Y,U267Y,282set_U267Y,U267Y,U267Y:8042MABXX:4:G12,Ames27191,0,49.11534,1.88905,1.25937,5.03747,56.67154,14.48273,68.63553,42.18881,9.44526,45.33723,16.37178,28.33577,3.14842,0,3.14842,1.88905,18.26083,14.48273,12.59368,8.18589,1.88905,67.37616,10.70462,8.81557,3.7781,0,22.03893,6.29684,8.18589,5.66715,20.77956,38.41071,11.33431,0,24.55767,136.64138,22.66862,14.48273,6.92652,7.55621,9.44526,9.44526,11.33431,0,0,14.48273,9.44526,0,4.40779,12.59368,6.29684,6.29684,11.33431,0.62968,0,5.66715,11.33431,5.03747,28.33577,10.70462,2.51874,18.26083,11.96399,31.48419,14.48273,19.5202,2.51874,41.55913,0,4.40779,124.67739,101.37909,13.85304,1.88905,58.56059,9.44526,2.51874,14.48273,8.81557,44.70755,13.22336,1.88905,0,18.26083,18.89051,51.63407,11.96399,98.23067,5.66715,0,3.14842,127.19612,13.22336,8.81557,14.48273,18.89051,2.51874,0,7.55621,0,11.96399,47.85597,18.26083,4.40779,15.74209,1.88905,7.55621,0,1.25937,1.88905,23.92798,0,59.81996,0,0,3.7781,8.81557,14.48273,0,0.62968,39.04039,3.14842,0,1.88905,10.70462,39.04039,0,4.40779,13.22336,0,117.12118,16.37178,0,1.25937,35.89198,0.62968
KAKRNA5_GShoot_U267Y_TGCTAT,GShoot,GShoot,U267Y,U267Y,282set_U267Y,U267Y,U267Y:8042MABXX:4:G12,Ames27191,181.41847,47.76119,5.55363,1.48097,25.54668,58.86844,6.29411,9.99653,33.692,23.32523,109.22132,7.77508,33.692,1.48097,0,16.29064,11.10725,9.62629,6.29411,14.80967,442.80916,1.85121,11.84774,16.66088,2.96193,2.22145,17.40136,24.8062,4.07266,7.03459,2.22145,42.94805,5.92387,0.37024,7.03459,1.85121,219.55337,1553.16424,2.96193,7.03459,18.14185,3.70242,18.88233,5.18338,59.97917,0,21.47402,22.58475,0.37024,8.8858,33.692,9.25604,1.85121,5.55363,7.03459,0.37024,30.73007,8.51556,3.33218,9.25604,1.48097,0,7.40484,5.18338,23.32523,14.43943,6.29411,5.55363,51.46361,0.37024,12.58822,114.40471,55.16602,7.03459,1.85121,9.62629,7.77508,1.85121,8.14532,4.07266,3.33218,2.22145,3.33218,0,20.3633,6.29411,15.9204,30.73007,6.66435,2.22145,0,0.74048,84.04488,8.51556,10.73701,4.81314,15.17991,6.29411,15.17991,24.06572,4.4429,8.8858,103.6677,12.58822,35.17297,1.48097,6.29411,4.81314,4.81314,0.74048,2.22145,14.43943,2.22145,4.4429,1.85121,0.37024,1.48097,36.65394,17.40136,2.59169,1.85121,37.76466,9.62629,0,2.22145,75.52932,28.87886,2.59169,2.59169,15.17991,1.11073,1.85121,9.25604,18.88233,1.85121,21.47402,0.74048
KAKRNA6_10346261_GRoot_U267Y_TGCTAT,GRoot,GRoot,U267Y,U267Y,282set_U267Y,U267Y,U267Y:8042MABXX:4:G12,Ames27191,6.04112,68.8688,2.41645,8.45757,18.12337,15.70692,18.12337,0,36.24674,19.33159,64.03591,22.95627,3.62467,3.62467,0,9.6658,12.08225,0,4.8329,9.6658,1007.65934,0,1.20822,18.12337,3.62467,1.20822,0,26.58094,2.41645,6.04112,2.41645,48.32899,2.41645,0,12.08225,0,280.30811,59.20301,0,1.20822,19.33159,6.04112,12.08225,0,224.72978,0,49.53721,25.37272,3.62467,0,67.66058,6.04112,2.41645,1.20822,0,1.20822,15.70692,8.45757,4.8329,30.20562,1.20822,0,14.4987,1.20822,41.07964,8.45757,12.08225,7.24935,35.03851,0,38.66319,97.8662,45.91254,10.87402,4.8329,8.45757,1.20822,1.20822,2.41645,13.29047,1.20822,6.04112,7.24935,1.20822,21.74804,1.20822,19.33159,26.58094,21.74804,7.24935,0,4.8329,28.99739,6.04112,12.08225,10.87402,4.8329,1.20822,21.74804,0,0,8.45757,96.65797,22.95627,28.99739,0,0,14.4987,7.24935,4.8329,1.20822,42.28786,0,1.20822,8.45757,24.16449,1.20822,16.91514,4.8329,0,0,0,2.41645,0,0,44.70431,10.87402,1.20822,1.20822,6.04112,3.62467,8.45757,13.29047,15.70692,1.20822,19.33159,1.20822
KAKRNA28_L3Base_U267Y_CCAATT,L3Base,L3Base,U267Y,U267Y,282set_U267Y,U267Y,U267Y:8042MABXX:4:G12,Ames27191,0.9956,68.19871,15.92963,1.9912,28.87245,39.82407,3.98241,12.94282,49.78008,30.86365,73.67452,8.46261,30.86365,2.9868,0,18.91643,11.44942,28.87245,3.48461,18.41863,238.44659,3.48461,26.38344,7.96481,7.46701,6.47141,129.42821,19.41423,0,11.44942,4.48021,53.26469,5.47581,0,8.96041,2.489,82.13713,221.02356,1.9912,5.47581,15.43183,13.93842,14.43622,5.97361,86.11954,0,57.24709,12.94282,0,9.45822,20.90763,9.95602,5.47581,5.97361,8.96041,0,9.45822,8.96041,2.489,8.46261,6.47141,0.4978,6.96921,0.4978,24.39224,18.41863,8.96041,21.40544,74.67012,0,5.97361,144.86004,44.30427,7.96481,1.4934,14.93402,3.48461,1.9912,8.96041,10.45382,4.48021,4.48021,1.9912,0.4978,26.38344,9.45822,13.93842,7.46701,2.9868,4.97801,0,1.4934,92.09315,9.45822,8.96041,10.45382,28.37465,3.48461,15.43183,5.47581,2.489,12.94282,64.21631,20.40983,39.82407,3.98241,3.48461,18.41863,6.47141,1.4934,1.4934,7.46701,2.489,11.94722,0,3.98241,1.9912,25.88564,15.43183,1.9912,2.489,81.63933,7.96481,0,3.48461,19.91203,24.89004,1.9912,0.9956,9.45822,0,8.46261,6.47141,61.2295,0.9956,24.39224,0.4978
KAKRNA28_L3Mid_U267Y_CAAGCA,L3Mid,L3Mid,U267Y,U267Y,282set_U267Y,U267Y,U267Y:8042MABXX:4:G12,Ames27191,0,143.97987,1.18016,4.72065,3.54049,53.10733,9.4413,97.95352,59.00814,9.4413,40.12554,3.54049,69.62961,1.18016,0,12.98179,2.36033,8.26114,12.98179,7.08098,30.68423,2.36033,87.33205,4.72065,5.90081,1.18016,4.72065,42.48586,0,20.06277,7.08098,24.78342,25.96358,4.72065,4.72065,17.70244,61.36847,501.56921,9.4413,5.90081,10.62147,4.72065,25.96358,9.4413,14.16195,0,3.54049,3.54049,0,2.36033,24.78342,8.26114,3.54049,4.72065,4.72065,0,11.80163,5.90081,9.4413,44.84619,46.02635,0,20.06277,1.18016,30.68423,12.98179,74.35026,7.08098,102.67417,0,17.70244,68.44945,133.3584,8.26114,1.18016,40.12554,9.4413,0,17.70244,31.8644,126.27742,1.18016,1.18016,1.18016,16.52228,17.70244,22.42309,14.16195,15.34212,7.08098,0,0,27.14375,29.50407,18.88261,12.98179,24.78342,0,0,47.20651,0,7.08098,96.77335,22.42309,31.8644,10.62147,0,8.26114,1.18016,0,2.36033,8.26114,0,95.59319,5.90081,0,5.90081,7.08098,34.22472,0,0,282.05892,4.72065,0,2.36033,5.90081,35.40489,1.18016,3.54049,7.08098,0,285.59941,8.26114,0,7.08098,23.60326,0
KAKRNA28_L3Tip_U267Y_TGTGCA,L3Tip,L3Tip,U267Y,U267Y,282set_U267Y,U267Y,U267Y:8042MABXX:4:G12,Ames27191,1.21657,110.09922,2.43313,0,3.6497,57.1786,11.55738,120.44003,71.16911,1.82485,37.71355,3.04141,50.48749,5.47455,0,4.86626,1.82485,21.89819,15.20707,15.81536,13.38223,1.82485,65.69456,5.47455,7.2994,3.04141,0,25.54789,0,3.6497,9.12424,24.33132,17.03192,17.03192,0,14.59879,62.04487,475.06902,13.99051,6.08283,10.94909,9.73253,20.68162,3.04141,2.43313,0,15.81536,2.43313,0,1.82485,31.63072,15.81536,3.6497,7.2994,3.04141,0,15.81536,25.54789,7.90768,64.478,32.84728,0.60828,16.42364,1.82485,38.32183,9.73253,76.64366,10.94909,60.22002,0,9.73253,96.717,110.70751,15.81536,4.25798,37.71355,17.64021,2.43313,13.99051,14.59879,79.07679,6.08283,0.60828,1.82485,14.59879,26.76445,28.5893,24.33132,4.86626,10.94909,0,2.43313,8.51596,26.15617,10.94909,7.90768,41.36324,0.60828,0.60828,54.74547,0,12.77394,62.04487,21.2899,69.95254,4.86626,0.60828,8.51596,3.6497,1.82485,0.60828,14.59879,0,33.45556,1.82485,0,6.69111,2.43313,15.81536,0,1.21657,229.32269,2.43313,0,3.04141,6.69111,27.98102,0,1.21657,12.77394,0.60828,133.82226,6.69111,0.60828,7.90768,17.03192,0.60828
