OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC148152.3_FG005,AC148152.3_FG008,AC149475.2_FG002,GRMZM2G171650
KAKRNA5_GShoot_Pa875_GAGTCC,GShoot,GShoot,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,32.93258,5.06655,4.60596,2.99387
KAKRNA6_10346261_GRoot_Pa875_GAGTCC,GRoot,GRoot,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,10.01796,0,10.01796,6.26123
KAKRNA16_Kern_Pa875_AATGAA,Kern,Kern,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,0,0.46268,2.31339,16.65639
10343927_LMAD26_Pa880_TCGTTC,LMAD26,LMAD,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,0,84.30018,0,43.59358
10344827_LMAN26_Pa880_GCGCTG,LMAN26,LMAN,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,0,45.04216,0,31.69633
KAKRNA14_GShoot_Pa880_ACCGTG,GShoot,GShoot,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,63.87079,5.27089,3.10052,5.27089
KAKRNA2_10346259_GRoot_Pa880_CCTGCT,GRoot,GRoot,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,2.88885,0,1.44443,1.9259
KAKRNA20_10346930_L3Base_Pa880_AACGCC,L3Base,L3Base,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,1.28366,26.10112,1.28366,2.56732
KAKRNA21_10346931_L3Tip_Pa880_AACGCC,L3Tip,L3Tip,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,5.73462,187.33107,0,0
KAKRNA16_Kern_Pa880_GGTATA,Kern,Kern,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,1.07987,0,1.88977,28.88652
10343927_LMAN8_Pa91_AGTTGA,LMAN8,LMAN,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0,32.93335,0,30.58097
10344826_LMAD8_Pa91_CCAATT,LMAD8,LMAD,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0,76.42186,0,21.49365
KAKRNA3_GShoot_Pa91_TCTTAA,GShoot,GShoot,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,216.89665,2.2952,5.96753,5.27897
KAKRNA4_10346258_GRoot_Pa91_TCTTAA,GRoot,GRoot,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,20.52775,0,4.58856,1.69052
KAKRNA27_10346929_L3Tip_Pa91_ACCAGT,L3Tip,L3Tip,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,4.46922,76.72158,0,1.48974
KAKRNA26_L3Base_Pa91_ACCAGT,L3Base,L3Base,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0.23315,4.6629,3.49718,3.26403
KAKRNA17_Kern_Pa91_CCGCAA,Kern,Kern,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0.24611,0.24611,0.73834,23.62683
10344823_LMAD8_R168_ACTCTT,LMAD8,LMAD,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,0,40.10161,0,20.0508
10344826_LMAN8_R168_AGTACT,LMAN8,LMAN,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,0,23.61294,0,30.2026
KAKRNA3_GShoot_R168_ACTCTT,GShoot,GShoot,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,64.0902,5.47983,4.52682,7.14761
KAKRNA4_10346258_GRoot_R168_ACTCTT,GRoot,GRoot,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,3.52812,0,2.05807,4.99816
KAKRNA20_10346930_L3Base_R168_TGCTAT,L3Base,L3Base,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,11.10332,13.66562,1.28115,3.41641
KAKRNA21_10346931_L3Tip_R168_TGCTAT,L3Tip,L3Tip,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,10.72248,57.44183,0,6.12713
KAKRNA16_Kern_R168_CAAGCA,Kern,Kern,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,1.49219,0,0,14.17578
10343262_LMAN8_R177_GTTACC,LMAN8,LMAN,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,0,56.56028,0,17.89152
KAKRNA14_GShoot_R177_AACGCC,GShoot,GShoot,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,2.9946,1.9964,3.99279,4.49189
KAKRNA2_10346259_GRoot_R177_AGGCAT,GRoot,GRoot,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,7.08485,0,1.18081,1.77121
KAKRNA23_10346932_L3Base_R177_CAATGC,L3Base,L3Base,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,17.45757,20.42907,0.74288,0
KAKRNA24_L3Tip_R177_CAATGC,L3Tip,L3Tip,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,0,215.34283,0,2.203
KAKRNA16_Kern_R177_AGACCA,Kern,Kern,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,0,0,0.40881,6.54097
10343262_LMAN8_R229_GTAGAA,LMAN8,LMAN,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0,48.40926,0,14.18892
10344826_LMAD8_R229_TGGATT,LMAD8,LMAD,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0,178.84679,0,22.22954
KAKRNA5_GShoot_R229_TGTGCA,GShoot,GShoot,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,15.25513,0,9.15308,12.2041
KAKRNA6_10346261_GRoot_R229_TGTGCA,GRoot,GRoot,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,89.30713,0,2.35019,0.7834
KAKRNA23_10346932_L3Base_R229_GAGTCC,L3Base,L3Base,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0.98972,7.91775,0.49486,0.98972
KAKRNA24_L3Tip_R229_GAGTCC,L3Tip,L3Tip,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0,156.80652,0,0.9956
KAKRNA18_Kern_R229_ATACTG,Kern,Kern,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0,0.83411,2.22431,18.07248
KAKRNA16_Kern_R229_GCGCTG,Kern,Kern,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0,0.4109,0.8218,17.25783
10343264_LMAN26_R4_GCTCGA,LMAN26,LMAN,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,0,8.94993,0,28.83867
10343927_LMAD26_R4_CAGGAC,LMAD26,LMAD,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,0.64923,33.43557,0.97385,25.64475
KAKRNA3_GShoot_R4_AATAGC,GShoot,GShoot,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,154.4699,3.35804,9.23461,8.3951
KAKRNA4_10346258_GRoot_R4_AATAGC,GRoot,GRoot,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,13.95282,0,3.41702,4.27127
KAKRNA20_10346930_L3Base_R4_AGACCA,L3Base,L3Base,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,2.68673,10.74691,1.53527,3.45437
KAKRNA21_10346931_L3Tip_R4_AGACCA,L3Tip,L3Tip,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,0.81658,89.82403,0,0
KAKRNA16_Kern_R4_GCTCGA,Kern,Kern,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,0,0,6.20835,2.32813
10343262_LMAN8_SA24_CCTGCT,LMAN8,LMAN,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,0,64.47514,0,29.6925
10344826_LMAD8_SA24_AACAAG,LMAD8,LMAD,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,0,74.66126,0,26.13144
KAKRNA3_GShoot_SA24_CGCGGA,GShoot,GShoot,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,149.99148,4.98461,0.90629,4.98461
KAKRNA4_10346258_GRoot_SA24_CGCGGA,GRoot,GRoot,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,1.60401,0.3208,0.3208,4.81204
KAKRNA20_10346930_L3Base_SA24_GTCAGG,L3Base,L3Base,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,0.89212,12.04355,1.33817,9.81327
KAKRNA21_10346931_L3Tip_SA24_GTCAGG,L3Tip,L3Tip,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,0.41713,106.7856,0,5.00558
KAKRNA16_Kern_SA24_CATCTA,Kern,Kern,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,0.3709,0.3709,1.11271,32.26869
10343264_LMAD26_SC213R_CGCAAC,LMAD26,LMAD,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,0,73.22062,0,25.37348
10344827_LMAN26_SC213R_AGTACT,LMAN26,LMAN,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,0,31.11593,0.29634,24.00372
KAKRNA5_GShoot_SC213R_CATCTA,GShoot,GShoot,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,82.45326,4.33965,4.91826,3.47172
KAKRNA6_10346261_GRoot_SC213R_CATCTA,GRoot,GRoot,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,49.49465,0,5.60317,1.86772
KAKRNA27_10346929_L3Tip_SC213R_ATACTG,L3Tip,L3Tip,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,2.20493,82.68472,0,3.30739
KAKRNA26_L3Base_SC213R_ATACTG,L3Base,L3Base,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,4.37085,3.93377,1.31126,2.18543
10343927_LMAD26_SC357_GACATC,LMAD26,LMAD,SC357,SC357,282set_SC357,SC357,SC357:8042MABXX:3:G12,NSL53094,0,53.29836,0.32698,35.64123
10344827_LMAN26_SC357_CGCAAC,LMAN26,LMAN,SC357,SC357,282set_SC357,SC357,SC357:8042MABXX:3:G12,NSL53094,0,39.85451,0,29.40721
KAKRNA5_GShoot_SC357_ACAACG,GShoot,GShoot,SC357,SC357,282set_SC357,SC357,SC357:8042MABXX:3:G12,NSL53094,235.15822,10.54799,2.48188,3.10235
KAKRNA6_10346261_GRoot_SC357_ACAACG,GRoot,GRoot,SC357,SC357,282set_SC357,SC357,SC357:8042MABXX:3:G12,NSL53094,29.34013,0,3.26001,1.30401
10343264_LMAD26_SC55_CGATCT,LMAD26,LMAD,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,0,43.26108,0,35.91486
10344827_LMAN26_SC55_ACCGTG,LMAN26,LMAN,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,0.4059,33.28362,0,35.31311
KAKRNA14_GShoot_SC55_CAACAG,GShoot,GShoot,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,101.80433,0.42242,3.80182,6.75879
KAKRNA2_10346259_GRoot_SC55_TTGGTA,GRoot,GRoot,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,1.53284,0,4.2153,3.44888
KAKRNA20_10346930_L3Base_SC55_CACACT,L3Base,L3Base,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,5.62373,9.84152,2.34322,1.87458
KAKRNA21_10346931_L3Tip_SC55_CACACT,L3Tip,L3Tip,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,1.92486,114.5289,0,7.69942
KAKRNA17_Kern_SC55_ATAAGA,Kern,Kern,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,0.29997,0.29997,2.09977,29.69675
10343262_LMAN8_SD40_CAGATG,LMAN8,LMAN,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,0,51.26291,0,24.41091
KAKRNA3_GShoot_SD40_TCGTTC,GShoot,GShoot,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,70.35358,1.02457,8.19653,11.27023
KAKRNA4_10346258_GRoot_SD40_TCGTTC,GRoot,GRoot,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,108.98193,0,0.52904,4.23231
KAKRNA20_10346930_L3Base_SD40_ACGTCT,L3Base,L3Base,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,0.73749,8.48112,1.84372,5.16242
KAKRNA21_10346931_L3Tip_SD40_ACGTCT,L3Tip,L3Tip,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,0,71.99013,0,7.02343
KAKRNA26_L3Base_SD40_CAGCGT,L3Base,L3Base,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,0,5.88937,2.10335,2.10335
KAKRNA17_Kern_SD40_ACCAGT,Kern,Kern,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,1.36019,0,0.68009,7.82108
10344823_LMAD8_SD44_GTGTAG,LMAD8,LMAD,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0,90.22438,0,24.60665
10344823_LMid_SD44_CGCAAC,L3Mid,L3Mid,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,13.1556,80.48134,0,6.96473
10344825_L3Base_SD44_CGCAAC,L3Base,L3Base,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0.81008,3.64535,4.45543,5.26551
10344826_LMAN8_SD44_GTAGAA,LMAN8,LMAN,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0,38.10679,0,22.73037
KAKRNA14_GShoot_SD44_CGCAAC,GShoot,GShoot,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,90.44935,2.78306,4.63843,6.95764
KAKRNA2_10346259_GRoot_SD44_AGAATC,GRoot,GRoot,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,7.52759,0,2.00736,5.52023
KAKRNA20_10346930_L3Base_SD44_CAACAG,L3Base,L3Base,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,2.60165,1.30082,1.30082,5.2033
KAKRNA21_10346931_L3Tip_SD44_CAACAG,L3Tip,L3Tip,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0,68.63986,0,4.90285
KAKRNA18_Kern_SD44_GAAGTG,Kern,Kern,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,2.62626,0,1.75084,8.75421
10343927_LMAD26_Sg1533_GGCTGC,LMAD26,LMAD,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,0,116.17058,0.50952,29.55216
10344827_LMAN26_Sg1533_AACAAG,LMAN26,LMAN,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,0,28.14795,0.62551,29.39897
KAKRNA3_GShoot_Sg1533_GGTGAG,GShoot,GShoot,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,199.08224,2.43774,2.43774,2.43774
KAKRNA4_10346258_GRoot_Sg1533_GGTGAG,GRoot,GRoot,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,19.38739,0,2.55097,1.53058
KAKRNA23_10346932_L3Base_Sg1533_AACGCC,L3Base,L3Base,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,3.84943,33.36177,0.64157,1.92472
KAKRNA24_L3Tip_Sg1533_AACGCC,L3Tip,L3Tip,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,0,157.0096,0,4.11379
KAKRNA17_Kern_Sg1533_AACGCC,Kern,Kern,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,1.01672,0,0.50836,29.9933
10343262_LMAN8_SG18_GCATGG,LMAN8,LMAN,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0,13.99029,0,29.72937
10344826_LMAD8_SG18_CGCCTG,LMAD8,LMAD,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0,63.44972,0,25.23569
KAKRNA14_GShoot_SG18_CAGATG,GShoot,GShoot,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,25.12695,2.32657,2.79188,2.79188
KAKRNA2_10346259_GRoot_SG18_ATGGCG,GRoot,GRoot,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,96.27746,0,2.38458,1.49036
KAKRNA27_10346929_L3Tip_SG18_GCGCTG,L3Tip,L3Tip,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0,52.52403,0,1.7221
KAKRNA20_10346930_L3Base_SG18_CCAATT,L3Base,L3Base,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0.46248,6.93718,3.23735,0.92496
KAKRNA21_10346931_L3Tip_SG18_CGCGGA,L3Tip,L3Tip,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0,54.25441,1.98492,1.32328
KAKRNA26_L3Base_SG18_GCGCTG,L3Base,L3Base,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0,5.55329,3.7022,1.8511
KAKRNA18_Kern_SG18_GACGAT,Kern,Kern,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,2.24171,0,0,24.28516
10343264_LMAN26_T232_ATTGGT,LMAN26,LMAN,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,0.53583,10.98442,0,31.07787
10343927_LMAD26_T232_CCTAAG,LMAD26,LMAD,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,0,34.47346,0,28.46672
10344823_GShoot_T232_GCGCTG,GShoot,GShoot,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,121.20999,10.47494,5.48687,11.47255
10344825_GRoot_T232_GCGCTG,GRoot,GRoot,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,20.75149,0.5929,4.7432,3.85385
KAKRNA28_L3Base_T232_TGGCGA,L3Base,L3Base,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,14.42486,14.42486,5.76995,15.00186
KAKRNA28_L3Mid_T232_GCGAAT,L3Mid,L3Mid,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,39.96879,71.64218,0,15.08256
KAKRNA28_L3Tip_T232_CAATGC,L3Tip,L3Tip,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,13.4557,47.41533,0,14.7372
KAKRNA18_Kern_T232_ACATTA,Kern,Kern,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,0.43036,0,2.15179,14.20182
10343927_LMAD26_T234_GTCAGG,LMAD26,LMAD,T234,T234,282set_T234,T234,T234:8042MABXX:3:A2,Ames27190,0,83.83369,0.87784,27.65195
10344827_LMAN26_T234_CGAAGG,LMAN26,LMAN,T234,T234,282set_T234,T234,T234:8042MABXX:3:A2,Ames27190,0,21.27493,0,33.47672
KAKRNA14_GShoot_T234_CGTCGC,GShoot,GShoot,T234,T234,282set_T234,T234,T234:8042MABXX:3:A2,Ames27190,85.1357,5.73453,2.20559,4.41118
KAKRNA2_10346259_GRoot_T234_AACGCC,GRoot,GRoot,T234,T234,282set_T234,T234,T234:8042MABXX:3:A2,Ames27190,11.99632,0,5.99816,1.26277
KAKRNA27_10346929_L3Tip_T234_AATGAA,L3Tip,L3Tip,T234,T234,282set_T234,T234,T234:8042MABXX:3:A2,Ames27190,2.20433,93.68422,0,3.3065
KAKRNA26_L3Base_T234_AATGAA,L3Base,L3Base,T234,T234,282set_T234,T234,T234:8042MABXX:3:A2,Ames27190,0.28293,5.09275,2.82931,0.84879
KAKRNA16_Kern_T234_CCTGCT,Kern,Kern,T234,T234,282set_T234,T234,T234:8042MABXX:3:A2,Ames27190,2.41616,0,0,24.43001
10343262_LMAN8_T8_GTGTAG,LMAN8,LMAN,T8,T8,282set_T8,T8,T8:8042MABXX:3:E8,PI550518,0.479,17.72306,0,29.21911
10344826_LMAD8_T8_AGAATC,LMAD8,LMAD,T8,T8,282set_T8,T8,T8:8042MABXX:3:E8,PI550518,0,26.95694,0,27.87073
KAKRNA14_GShoot_T8_GGTATA,GShoot,GShoot,T8,T8,282set_T8,T8,T8:8042MABXX:3:E8,PI550518,87.903,2.18975,3.75386,5.6308
KAKRNA2_10346259_GRoot_T8_GGCTGC,GRoot,GRoot,T8,T8,282set_T8,T8,T8:8042MABXX:3:E8,PI550518,5.64773,0,2.37799,0.5945
KAKRNA20_10346930_L3Base_T8_CAAGCA,L3Base,L3Base,T8,T8,282set_T8,T8,T8:8042MABXX:3:E8,PI550518,7.11366,4.34724,2.76642,1.97602
KAKRNA21_10346931_L3Tip_T8_CAAGCA,L3Tip,L3Tip,T8,T8,282set_T8,T8,T8:8042MABXX:3:E8,PI550518,0,51.94948,0,3.14845
KAKRNA16_Kern_T8_AAGACA,Kern,Kern,T8,T8,282set_T8,T8,T8:8042MABXX:3:E8,PI550518,0.21462,0.21462,0.64387,27.68629
10343264_LMAD26_Tx303_AGAATC,LMAD26,LMAD,Tx303,Tx303,282set_Tx303,Tx303,Tx303:8042MABXX:3:A3,Ames19327,0.62983,77.46863,0,31.49131
10344827_LMAN26_Tx303_CGTCGC,LMAN26,LMAN,Tx303,Tx303,282set_Tx303,Tx303,Tx303:8042MABXX:3:A3,Ames19327,0,35.46467,0,35.46467
KAKRNA2_10346259_GRoot_Tx303_GGTATA,GRoot,GRoot,Tx303,Tx303,282set_Tx303,Tx303,Tx303:8042MABXX:3:A3,Ames19327,58.57056,1.20145,1.50181,3.00362
KAKRNA20_10346930_L3Base_Tx303_ACCGTG,L3Base,L3Base,Tx303,Tx303,282set_Tx303,Tx303,Tx303:8042MABXX:3:A3,Ames19327,0.46589,14.44251,0.93177,5.12476
KAKRNA21_10346931_L3Tip_Tx303_ACCGTG,L3Tip,L3Tip,Tx303,Tx303,282set_Tx303,Tx303,Tx303:8042MABXX:3:A3,Ames19327,0,112.08334,0,0
KAKRNA5_GShoot_Tx601_TAGGCT,GShoot,GShoot,Tx601,Tx601,282set_Tx601,Tx601,Tx601:8042MABXX:3:D8,Ames22763,3.12825,5.0052,11.57452,10.01039
KAKRNA6_10346261_GRoot_Tx601_TAGGCT,GRoot,GRoot,Tx601,Tx601,282set_Tx601,Tx601,Tx601:8042MABXX:3:D8,Ames22763,0.84987,0.84987,0,4.24933
10344823_LMid_Tzi10_TGCTAT,L3Mid,L3Mid,Tzi10,Tzi10,282set_Tzi10,Tzi10,Tzi10,PI506248,3.12553,109.39341,0.78138,3.12553
KAKRNA3_GShoot_Tzi10_GAACCT,GShoot,GShoot,Tzi10,Tzi10,282set_Tzi10,Tzi10,Tzi10,PI506248,87.41127,4.54085,2.83803,4.54085
KAKRNA4_10346258_GRoot_Tzi10_GAACCT,GRoot,GRoot,Tzi10,Tzi10,282set_Tzi10,Tzi10,Tzi10,PI506248,0.33021,0,2.6417,3.63234
10343264_LMAD26_Tzi11_CGCCTG,LMAD26,LMAD,Tzi11,Tzi11,282set_Tzi11,Tzi11,Tzi11:8042MABXX:3:E12,PI540745,0.62405,87.991,0,31.82653
10344827_LMAN26_Tzi11_AGATAG,LMAN26,LMAN,Tzi11,Tzi11,282set_Tzi11,Tzi11,Tzi11:8042MABXX:3:E12,PI540745,0,5.47869,0,26.21943
KAKRNA3_GShoot_Tzi11_TCGAGG,GShoot,GShoot,Tzi11,Tzi11,282set_Tzi11,Tzi11,Tzi11:8042MABXX:3:E12,PI540745,56.9269,0.41858,2.93006,5.44154
KAKRNA4_10346258_GRoot_Tzi11_TCGAGG,GRoot,GRoot,Tzi11,Tzi11,282set_Tzi11,Tzi11,Tzi11:8042MABXX:3:E12,PI540745,35.23518,1.11269,3.33807,3.70897
KAKRNA20_10346930_L3Base_Tzi11_ATAAGA,L3Base,L3Base,Tzi11,Tzi11,282set_Tzi11,Tzi11,Tzi11:8042MABXX:3:E12,PI540745,0.9288,7.89479,0.9288,6.50159
KAKRNA21_10346931_L3Tip_Tzi11_ATAAGA,L3Tip,L3Tip,Tzi11,Tzi11,282set_Tzi11,Tzi11,Tzi11:8042MABXX:3:E12,PI540745,0.85604,106.1488,0,4.28019
KAKRNA17_Kern_Tzi11_CAAGCA,Kern,Kern,Tzi11,Tzi11,282set_Tzi11,Tzi11,Tzi11:8042MABXX:3:E12,PI540745,0.47549,0,0,33.28445
10343264_LMAD26_Tzi16_AGTTGA,LMAD26,LMAD,Tzi16,Tzi16,282set_Tzi16,Tzi16,Tzi16:8042MABXX:3:C8,PI540747,0,54.74886,0,37.36827
10344827_LMAN26_Tzi16_AATAGC,LMAN26,LMAN,Tzi16,Tzi16,282set_Tzi16,Tzi16,Tzi16:8042MABXX:3:C8,PI540747,0,23.43067,0,34.43599
KAKRNA14_GShoot_Tzi16_CGAAGG,GShoot,GShoot,Tzi16,Tzi16,282set_Tzi16,Tzi16,Tzi16:8042MABXX:3:C8,PI540747,31.72768,4.74433,3.26172,5.33737
KAKRNA2_10346259_GRoot_Tzi16_CAACAG,GRoot,GRoot,Tzi16,Tzi16,282set_Tzi16,Tzi16,Tzi16:8042MABXX:3:C8,PI540747,1.5421,0,3.46972,2.69867
KAKRNA23_10346932_L3Base_Tzi16_TAATCG,L3Base,L3Base,Tzi16,Tzi16,282set_Tzi16,Tzi16,Tzi16:8042MABXX:3:C8,PI540747,0.50318,22.64304,1.00636,4.02543
KAKRNA24_L3Tip_Tzi16_TAATCG,L3Tip,L3Tip,Tzi16,Tzi16,282set_Tzi16,Tzi16,Tzi16:8042MABXX:3:C8,PI540747,0,91.85341,0,9.04617
KAKRNA18_Kern_Tzi16_CAATGC,Kern,Kern,Tzi16,Tzi16,282set_Tzi16,Tzi16,Tzi16:8042MABXX:3:C8,PI540747,0.67234,0,0.67234,31.26384
10343264_LMAD26_Tzi18_CACTAA,LMAD26,LMAD,Tzi18,Tzi18,282set_Tzi18,Tzi18,Tzi18:8042MABXX:3:B7,PI506253,0,73.34416,0,28.99653
