OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,AC148152.3_FG005,AC148152.3_FG008,AC149475.2_FG002,GRMZM2G171650
KAKRNA27_10346929_L3Tip_CML91_AAGTGG,L3Tip,L3Tip,CML91,CML91,282set_CML91,CML91,CML91:8042MABXX:2:E12,Ames27079,4.27293,77.76731,0,9.40044
KAKRNA26_L3Base_CML91_AAGTGG,L3Base,L3Base,CML91,CML91,282set_CML91,CML91,CML91:8042MABXX:2:E12,Ames27079,9.08658,25.34679,1.43472,8.60834
KAKRNA16_Kern_CML91_CAGCGT,Kern,Kern,CML91,CML91,282set_CML91,CML91,CML91:8042MABXX:2:E12,Ames27079,0.34247,0,0,16.78115
10344827_LMAN26_CML92_CGCGGA,LMAN26,LMAN,CML92,CML92,282set_CML92,CML92,CML92:8042MABXX:2:F3,Ames27080,0,37.51975,0.42157,34.99033
KAKRNA3_GShoot_CML92_CTAGTC,GShoot,GShoot,CML92,CML92,282set_CML92,CML92,CML92:8042MABXX:2:F3,Ames27080,8.61937,4.86221,6.8513,4.42019
KAKRNA4_10346258_GRoot_CML92_CTAGTC,GRoot,GRoot,CML92,CML92,282set_CML92,CML92,CML92:8042MABXX:2:F3,Ames27080,15.44349,0,5.83421,3.43189
KAKRNA20_10346930_L3Base_CML92_TTCCGC,L3Base,L3Base,CML92,CML92,282set_CML92,CML92,CML92:8042MABXX:2:F3,Ames27080,0,24.83538,1.0798,3.2394
KAKRNA21_10346931_L3Tip_CML92_TTCCGC,L3Tip,L3Tip,CML92,CML92,282set_CML92,CML92,CML92:8042MABXX:2:F3,Ames27080,0,130.02613,0.70284,0
KAKRNA18_Kern_CML92_AAGACA,Kern,Kern,CML92,CML92,282set_CML92,CML92,CML92:8042MABXX:2:F3,Ames27080,0,0,0.16243,35.08427
10344823_LMAD8_CMV3_CGTCGC,LMAD8,LMAD,CMV3,CMV3,282set_CMV3,CMV3,CMV3:8042MABXX:4:A9,Ames27038,0,34.36155,0,15.57724
10344826_LMAN8_CMV3_ACCAGT,LMAN8,LMAN,CMV3,CMV3,282set_CMV3,CMV3,CMV3:8042MABXX:4:A9,Ames27038,0,29.3038,0,25.90626
KAKRNA3_GShoot_CMV3_ACATTA,GShoot,GShoot,CMV3,CMV3,282set_CMV3,CMV3,CMV3:8042MABXX:4:A9,Ames27038,38.11276,7.71904,3.37708,11.09612
KAKRNA4_10346258_GRoot_CMV3_ACATTA,GRoot,GRoot,CMV3,CMV3,282set_CMV3,CMV3,CMV3:8042MABXX:4:A9,Ames27038,1.95058,0.27865,0.55731,5.01578
KAKRNA24_L3Tip_CMV3_GTTACC,L3Tip,L3Tip,CMV3,CMV3,282set_CMV3,CMV3,CMV3:8042MABXX:4:A9,Ames27038,0,115.03286,0,9.58607
KAKRNA16_Kern_CMV3_CGATCT,Kern,Kern,CMV3,CMV3,282set_CMV3,CMV3,CMV3:8042MABXX:4:A9,Ames27038,1.79114,0,0.35823,13.25446
10344823_LMAD8_CO106_TGCACG,LMAD8,LMAD,CO106,CO106,282set_CO106,CO106,CO106:8042MABXX:2:A6,Ames27105,0,109.30879,0,24.95634
10344826_LMAN8_CO106_TGACAC,LMAN8,LMAN,CO106,CO106,282set_CO106,CO106,CO106:8042MABXX:2:A6,Ames27105,0,52.48778,0,24.43397
KAKRNA14_GShoot_CO106_CTAGTC,GShoot,GShoot,CO106,CO106,282set_CO106,CO106,CO106:8042MABXX:2:A6,Ames27105,4.63987,2.4746,3.7119,14.8476
KAKRNA2_10346259_GRoot_CO106_TGCTAT,GRoot,GRoot,CO106,CO106,282set_CO106,CO106,CO106:8042MABXX:2:A6,Ames27105,14.20859,0,1.85329,8.03094
KAKRNA20_10346930_L3Base_CO106_GAACCT,L3Base,L3Base,CO106,CO106,282set_CO106,CO106,CO106:8042MABXX:2:A6,Ames27105,0,6.24995,2.40383,6.73072
KAKRNA21_10346931_L3Tip_CO106_GAACCT,L3Tip,L3Tip,CO106,CO106,282set_CO106,CO106,CO106:8042MABXX:2:A6,Ames27105,0,83.71352,0,12.17651
KAKRNA17_Kern_CO106_ACAGAT,Kern,Kern,CO106,CO106,282set_CO106,CO106,CO106:8042MABXX:2:A6,Ames27105,0.30869,0,0.30869,12.03884
10344823_LMAD8_CO125_CTCCAT,LMAD8,LMAD,CO125,CO125,282set_CO125,CO125,CO125:8042MABXX:2:G7,Ames27106,0,160.61252,0,28.58799
10344826_LMAN8_CO125_TGTGCA,LMAN8,LMAN,CO125,CO125,282set_CO125,CO125,CO125:8042MABXX:2:G7,Ames27106,0,30.23558,0,28.76068
KAKRNA14_GShoot_CO125_TACCTT,GShoot,GShoot,CO125,CO125,282set_CO125,CO125,CO125:8042MABXX:2:G7,Ames27106,11.39333,6.836,10.82367,11.963
KAKRNA2_10346259_GRoot_CO125_GAAGTG,GRoot,GRoot,CO125,CO125,282set_CO125,CO125,CO125:8042MABXX:2:G7,Ames27106,87.87362,0,4.73166,4.73166
KAKRNA20_10346930_L3Base_CO125_CGCGGA,L3Base,L3Base,CO125,CO125,282set_CO125,CO125,CO125:8042MABXX:2:G7,Ames27106,0.49579,15.3695,1.48737,5.45369
KAKRNA21_10346931_L3Tip_CO125_CGCAAC,L3Tip,L3Tip,CO125,CO125,282set_CO125,CO125,CO125:8042MABXX:2:G7,Ames27106,0.84735,85.58204,0,10.16816
KAKRNA17_Kern_CO125_GCAGCC,Kern,Kern,CO125,CO125,282set_CO125,CO125,CO125:8042MABXX:2:G7,Ames27106,9.75029,0,2.70841,11.91702
10344823_LMAD8_CO255_AATAGC,LMAD8,LMAD,CO255,CO255,282set_CO255,CO255,CO255:8042MABXX:4:A11,Ames27101,0,82.6283,0,20.40819
10344826_LMAN8_CO255_CTCATA,LMAN8,LMAN,CO255,CO255,282set_CO255,CO255,CO255:8042MABXX:4:A11,Ames27101,0,51.33087,0,21.85374
KAKRNA3_GShoot_CO255_AAGCTC,GShoot,GShoot,CO255,CO255,282set_CO255,CO255,CO255:8042MABXX:4:A11,Ames27101,80.06924,8.59639,9.57883,11.54372
KAKRNA4_10346258_GRoot_CO255_AAGCTC,GRoot,GRoot,CO255,CO255,282set_CO255,CO255,CO255:8042MABXX:4:A11,Ames27101,44.99627,0,6.24036,4.9266
KAKRNA20_10346930_L3Base_CO255_AAGACA,L3Base,L3Base,CO255,CO255,282set_CO255,CO255,CO255:8042MABXX:4:A11,Ames27101,5.76765,13.84236,5.76765,4.99863
KAKRNA21_10346931_L3Tip_CO255_AAGACA,L3Tip,L3Tip,CO255,CO255,282set_CO255,CO255,CO255:8042MABXX:4:A11,Ames27101,0,78.30512,0,11.74577
KAKRNA17_Kern_CO255_GTCAGG,Kern,Kern,CO255,CO255,282set_CO255,CO255,CO255:8042MABXX:4:A11,Ames27101,2.82117,0,0.47019,5.64233
10343264_LMAN26_CI7_GACATC,LMAN26,LMAN,CI7,CI7,282set_Ci7Goodman-Buckler,CI.7,CI7:8042MABXX:2:E8,CIze7,0,0,0,59.72846
10343927_LMAD26_CI7_TACCTT,LMAD26,LMAD,CI7,CI7,282set_Ci7Goodman-Buckler,CI.7,CI7:8042MABXX:2:E8,CIze7,0,57.75386,0.68348,24.26346
KAKRNA3_GShoot_CI7_GCGCTG,GShoot,GShoot,CI7,CI7,282set_Ci7Goodman-Buckler,CI.7,CI7:8042MABXX:2:E8,CIze7,6.01492,3.00746,13.03233,9.02238
KAKRNA4_10346258_GRoot_CI7_GCGCTG,GRoot,GRoot,CI7,CI7,282set_Ci7Goodman-Buckler,CI.7,CI7:8042MABXX:2:E8,CIze7,4.66013,0,8.15523,8.15523
KAKRNA20_10346930_L3Base_CI7_GACATC,L3Base,L3Base,CI7,CI7,282set_Ci7Goodman-Buckler,CI.7,CI7:8042MABXX:2:E8,CIze7,2.2849,14.09023,0.76163,6.09307
KAKRNA21_10346931_L3Tip_CI7_GACATC,L3Tip,L3Tip,CI7,CI7,282set_Ci7Goodman-Buckler,CI.7,CI7:8042MABXX:2:E8,CIze7,0,106.26084,0,3.14381
KAKRNA18_Kern_CI7_TAATCG,Kern,Kern,CI7,CI7,282set_Ci7Goodman-Buckler,CI.7,CI7:8042MABXX:2:E8,CIze7,0.40782,0.40782,0,13.05012
10343927_LMAD26_CI90C_GCCACA,LMAD26,LMAD,CI90C,CI90C,282set_Ci90CGoodman-Buckler,CI90C,CI90C:8042MABXX:4:E3,Ames31534,0,51.84173,0,20.63603
10344827_LMAN26_CI90C_CATCTA,LMAN26,LMAN,CI90C,CI90C,282set_Ci90CGoodman-Buckler,CI90C,CI90C:8042MABXX:4:E3,Ames31534,0,41.66691,0,28.38844
KAKRNA3_GShoot_CI90C_CACTAA,GShoot,GShoot,CI90C,CI90C,282set_Ci90CGoodman-Buckler,CI90C,CI90C:8042MABXX:4:E3,Ames31534,31.82124,5.46185,3.79955,4.27449
KAKRNA4_10346258_GRoot_CI90C_CACTAA,GRoot,GRoot,CI90C,CI90C,282set_Ci90CGoodman-Buckler,CI90C,CI90C:8042MABXX:4:E3,Ames31534,5.42646,0,1.59602,5.10726
KAKRNA27_10346929_L3Tip_CI90C_CTAGTC,L3Tip,L3Tip,CI90C,CI90C,282set_Ci90CGoodman-Buckler,CI90C,CI90C:8042MABXX:4:E3,Ames31534,0,68.42347,0,12.185
KAKRNA26_L3Base_CI90C_CTAGTC,L3Base,L3Base,CI90C,CI90C,282set_Ci90CGoodman-Buckler,CI90C,CI90C:8042MABXX:4:E3,Ames31534,0.81492,7.74175,2.85222,2.0373
KAKRNA17_Kern_CI90C_ATGGCG,Kern,Kern,CI90C,CI90C,282set_Ci90CGoodman-Buckler,CI90C,CI90C:8042MABXX:4:E3,Ames31534,0.38058,0,0,24.35728
10343927_LMAD26_CI91B_AGATAG,LMAD26,LMAD,CI91B,CI91B,282set_Ci91BGoodman-Buckler,CI91B,CI91B:8042MABXX:4:A10,CIze91,0,142.68288,0,15.76148
10344827_LMAN26_CI91B_CACTAA,LMAN26,LMAN,CI91B,CI91B,282set_Ci91BGoodman-Buckler,CI91B,CI91B:8042MABXX:4:A10,CIze91,0,87.66908,0,21.09331
KAKRNA3_GShoot_CI91B_GCAGCC,GShoot,GShoot,CI91B,CI91B,282set_Ci91BGoodman-Buckler,CI91B,CI91B:8042MABXX:4:A10,CIze91,171.37358,4.98179,1.6606,7.30663
KAKRNA4_10346258_GRoot_CI91B_GCAGCC,GRoot,GRoot,CI91B,CI91B,282set_Ci91BGoodman-Buckler,CI91B,CI91B:8042MABXX:4:A10,CIze91,31.69091,0.48017,4.32149,5.28182
KAKRNA27_10346929_L3Tip_CI91B_ACAGAT,L3Tip,L3Tip,CI91B,CI91B,282set_Ci91BGoodman-Buckler,CI91B,CI91B:8042MABXX:4:A10,CIze91,12.85674,145.33706,0,6.14888
KAKRNA26_L3Base_CI91B_ACAGAT,L3Base,L3Base,CI91B,CI91B,282set_Ci91BGoodman-Buckler,CI91B,CI91B:8042MABXX:4:A10,CIze91,3.92606,17.66726,0.8413,2.80433
KAKRNA18_Kern_CI91B_CAGATG,Kern,Kern,CI91B,CI91B,282set_Ci91BGoodman-Buckler,CI91B,CI91B:8042MABXX:4:A10,CIze91,0,0,0.70828,12.39483
10343264_LMAD26_D940Y_GATCAC,LMAD26,LMAD,D940Y,D940Y,282set_D940Y,D940Y,D940Y:8042MABXX:3:D12,Ames27108,0,116.40992,0,27.26719
10344827_LMAN26_D940Y_ACTCTT,LMAN26,LMAN,D940Y,D940Y,282set_D940Y,D940Y,D940Y:8042MABXX:3:D12,Ames27108,0,46.70453,0,29.39884
KAKRNA5_GShoot_D940Y_ATATCC,GShoot,GShoot,D940Y,D940Y,282set_D940Y,D940Y,D940Y:8042MABXX:3:D12,Ames27108,128.9766,3.68505,6.26458,4.97481
KAKRNA6_10346261_GRoot_D940Y_ATATCC,GRoot,GRoot,D940Y,D940Y,282set_D940Y,D940Y,D940Y:8042MABXX:3:D12,Ames27108,7.71797,0,4.41027,7.71797
KAKRNA20_10346930_L3Base_D940Y_ACCAGT,L3Base,L3Base,D940Y,D940Y,282set_D940Y,D940Y,D940Y:8042MABXX:3:D12,Ames27108,4.67373,11.89676,1.69954,8.49769
KAKRNA21_10346931_L3Tip_D940Y_ACCAGT,L3Tip,L3Tip,D940Y,D940Y,282set_D940Y,D940Y,D940Y:8042MABXX:3:D12,Ames27108,2.60532,127.66045,0,12.50551
KAKRNA17_Kern_D940Y_GCCACA,Kern,Kern,D940Y,D940Y,282set_D940Y,D940Y,D940Y:8042MABXX:3:D12,Ames27108,5.18449,0,1.0369,10.6282
10343262_LMAN8_DE1_GAGTCC,LMAN8,LMAN,DE1,DE1,282set_DE1,DE1,DE1:8042MABXX:3:F8,PI606329,0,52.3535,0,28.11577
10344823_GShoot_DE1_TGGATT,GShoot,GShoot,DE1,DE1,282set_DE1,DE1,DE1:8042MABXX:3:F8,PI606329,264.86842,3.08815,1.18775,7.83915
10344825_GRoot_DE1_TGGATT,GRoot,GRoot,DE1,DE1,282set_DE1,DE1,DE1:8042MABXX:3:F8,PI606329,17.5799,0.21439,1.9295,3.21583
KAKRNA28_L3Base_DE1_AGACCA,L3Base,L3Base,DE1,DE1,282set_DE1,DE1,DE1:8042MABXX:3:F8,PI606329,0.7007,6.65669,1.05106,1.75176
KAKRNA28_L3Mid_DE1_ACGTCT,L3Mid,L3Mid,DE1,DE1,282set_DE1,DE1,DE1:8042MABXX:3:F8,PI606329,20.08309,98.05273,0,5.90679
KAKRNA28_L3Tip_DE1_GTAGAA,L3Tip,L3Tip,DE1,DE1,282set_DE1,DE1,DE1:8042MABXX:3:F8,PI606329,2.61364,37.89773,0,3.92046
KAKRNA17_Kern_DE1_TATGTC,Kern,Kern,DE1,DE1,282set_DE1,DE1,DE1:8042MABXX:3:F8,PI606329,0.66762,0,1.00143,29.37517
10343264_LMAN26_DE811_TCGAGG,LMAN26,LMAN,DE811,DE811,282set_DE811,DE811,DE811:8042MABXX:4:G1,PI550558,0.52747,99.69175,0,32.17565
10343927_LMAD26_DE811_CCGACC,LMAD26,LMAD,DE811,DE811,282set_DE811,DE811,DE811:8042MABXX:4:G1,PI550558,0,130.17078,0,30.28278
10344823_GShoot_DE811_CAATGC,GShoot,GShoot,DE811,DE811,282set_DE811,DE811,DE811:8042MABXX:4:G1,PI550558,173.18841,15.53769,3.41071,3.03174
10344825_GRoot_DE811_CAATGC,GRoot,GRoot,DE811,DE811,282set_DE811,DE811,DE811:8042MABXX:4:G1,PI550558,8.62157,0,2.67566,0.89189
KAKRNA27_10346929_L3Tip_DE811_AGGCAT,L3Tip,L3Tip,DE811,DE811,282set_DE811,DE811,DE811:8042MABXX:4:G1,PI550558,0,202.20303,0,4.7024
KAKRNA26_L3Base_DE811_AGGCAT,L3Base,L3Base,DE811,DE811,282set_DE811,DE811,DE811:8042MABXX:4:G1,PI550558,3.87657,15.50628,1.93829,1.29219
KAKRNA17_Kern_DE811_GAGTCC,Kern,Kern,DE811,DE811,282set_DE811,DE811,DE811:8042MABXX:4:G1,PI550558,0.62593,0,1.25186,28.79269
10343927_LMAN8_E2558W_GAACCT,LMAN8,LMAN,E2558W,E2558W,282set_E2558W,E2558W,E2558W:8042MABXX:4:E10,Ames27110,1.31866,41.53783,0.65933,25.05457
10344826_LMAD8_E2558W_CGCAAC,LMAD8,LMAD,E2558W,E2558W,282set_E2558W,E2558W,E2558W:8042MABXX:4:E10,Ames27110,0,95.81691,0,27.05419
KAKRNA3_GShoot_E2558W_TTCCGC,GShoot,GShoot,E2558W,E2558W,282set_E2558W,E2558W,E2558W:8042MABXX:4:E10,Ames27110,101.52489,2.75011,2.29176,15.58396
KAKRNA4_10346258_GRoot_E2558W_TTCCGC,GRoot,GRoot,E2558W,E2558W,282set_E2558W,E2558W,E2558W:8042MABXX:4:E10,Ames27110,0.73758,0,2.58155,6.26947
KAKRNA24_L3Tip_E2558W_AAGACA,L3Tip,L3Tip,E2558W,E2558W,282set_E2558W,E2558W,E2558W:8042MABXX:4:E10,Ames27110,1.65549,131.61146,0,7.44971
KAKRNA16_Kern_E2558W_TTCGAG,Kern,Kern,E2558W,E2558W,282set_E2558W,E2558W,E2558W:8042MABXX:4:E10,Ames27110,0.66373,0.66373,0.66373,20.57567
10344823_LMAD8_EP1_CTCATA,LMAD8,LMAD,EP1,EP1,282set_EP1,EP1,EP1:8042MABXX:2:F11,Ames27111,0,91.11337,0.39615,28.1263
10344826_LMAN8_EP1_AATCCG,LMAN8,LMAN,EP1,EP1,282set_EP1,EP1,EP1:8042MABXX:2:F11,Ames27111,0,32.38027,1.47183,26.49295
KAKRNA14_GShoot_EP1_AAGCTC,GShoot,GShoot,EP1,EP1,282set_EP1,EP1,EP1:8042MABXX:2:F11,Ames27111,117.44289,2.6921,2.6921,10.43189
KAKRNA2_10346259_GRoot_EP1_CAATGC,GRoot,GRoot,EP1,EP1,282set_EP1,EP1,EP1:8042MABXX:2:F11,Ames27111,154.32355,0,3.07112,4.60667
KAKRNA20_10346930_L3Base_EP1_GGTATA,L3Base,L3Base,EP1,EP1,282set_EP1,EP1,EP1:8042MABXX:2:F11,Ames27111,0,12.54128,1.45829,9.04139
KAKRNA21_10346931_L3Tip_EP1_GGTATA,L3Tip,L3Tip,EP1,EP1,282set_EP1,EP1,EP1:8042MABXX:2:F11,Ames27111,0,145.36733,0,10.33067
KAKRNA17_Kern_EP1_CTAGTC,Kern,Kern,EP1,EP1,282set_EP1,EP1,EP1:8042MABXX:2:F11,Ames27111,0,0,0,5.74286
10343262_LMAN8_F2834T_ACGTCT,LMAN8,LMAN,F2834T,F2834T,282set_F2834T,F2834T,F2834T:8042MABXX:3:C6,Ames27112,0,48.11263,0,41.2394
10344823_GShoot_F2834T_CGAAGG,GShoot,GShoot,F2834T,F2834T,282set_F2834T,F2834T,F2834T:8042MABXX:3:C6,Ames27112,16.78292,3.12902,4.83576,6.25804
10344825_GRoot_F2834T_CGAAGG,GRoot,GRoot,F2834T,F2834T,282set_F2834T,F2834T,F2834T:8042MABXX:3:C6,Ames27112,1.4441,0,5.53572,2.8882
10344826_LMAD8_F2834T_CAAGCA,LMAD8,LMAD,F2834T,F2834T,282set_F2834T,F2834T,F2834T:8042MABXX:3:C6,Ames27112,0,73.46782,0.61738,37.0426
KAKRNA23_10346932_L3Base_F2834T_GAAGTG,L3Base,L3Base,F2834T,F2834T,282set_F2834T,F2834T,F2834T:8042MABXX:3:C6,Ames27112,1.41528,13.68107,0.47176,1.41528
KAKRNA24_L3Tip_F2834T_GAAGTG,L3Tip,L3Tip,F2834T,F2834T,282set_F2834T,F2834T,F2834T:8042MABXX:3:C6,Ames27112,0,71.25294,0,0
KAKRNA17_Kern_F2834T_CTCATA,Kern,Kern,F2834T,F2834T,282set_F2834T,F2834T,F2834T:8042MABXX:3:C6,Ames27112,0,0,0,26.17107
10343264_LMAD26_F6_GCGAAT,LMAD26,LMAD,F6,F6,282set_F6,F6,F6:8042MABXX:2:D6,Ames7871,0,39.08584,0,26.05723
10344827_LMAN26_F6_TGTGCA,LMAN26,LMAN,F6,F6,282set_F6,F6,F6:8042MABXX:2:D6,Ames7871,0,10.16715,0,31.54422
KAKRNA5_GShoot_F6_TCAGGA,GShoot,GShoot,F6,F6,282set_F6,F6,F6:8042MABXX:2:D6,Ames7871,392.19881,2.47835,5.98934,8.46769
KAKRNA6_10346261_GRoot_F6_TCAGGA,GRoot,GRoot,F6,F6,282set_F6,F6,F6:8042MABXX:2:D6,Ames7871,12.15567,0,1.94491,2.91736
KAKRNA23_10346932_L3Base_F6_TTAACT,L3Base,L3Base,F6,F6,282set_F6,F6,F6:8042MABXX:2:D6,Ames7871,10.29077,20.00983,0.57171,7.43222
KAKRNA24_L3Tip_F6_TTAACT,L3Tip,L3Tip,F6,F6,282set_F6,F6,F6:8042MABXX:2:D6,Ames7871,1.63844,61.44151,0,4.0961
KAKRNA18_Kern_F6_TATGTC,Kern,Kern,F6,F6,282set_F6,F6,F6:8042MABXX:2:D6,Ames7871,0.31808,0,0,34.98899
10344823_LMAD8_F7_TTCGAG,LMAD8,LMAD,F7,F7,282set_F7,F7,F7:8042MABXX:2:E11,PI257507,0,112.36798,0,21.50583
10344826_LMAN8_F7_GGCTGC,LMAN8,LMAN,F7,F7,282set_F7,F7,F7:8042MABXX:2:E11,PI257507,0,51.31883,0,15.39565
KAKRNA5_GShoot_F7_TTGGTA,GShoot,GShoot,F7,F7,282set_F7,F7,F7:8042MABXX:2:E11,PI257507,309.05851,2.19385,7.9527,9.87232
KAKRNA6_10346261_GRoot_F7_TTGGTA,GRoot,GRoot,F7,F7,282set_F7,F7,F7:8042MABXX:2:E11,PI257507,4.32274,0,2.59365,7.78094
KAKRNA20_10346930_L3Base_F7_AATGAA,L3Base,L3Base,F7,F7,282set_F7,F7,F7:8042MABXX:2:E11,PI257507,26.18385,10.41403,1.19018,5.35579
KAKRNA21_10346931_L3Tip_F7_AATGAA,L3Tip,L3Tip,F7,F7,282set_F7,F7,F7:8042MABXX:2:E11,PI257507,0,96.74718,0,16.24223
KAKRNA17_Kern_F7_GTTACC,Kern,Kern,F7,F7,282set_F7,F7,F7:8042MABXX:2:E11,PI257507,3.92817,0,2.18231,11.34803
10343264_LMAD26_GA209_CATCTA,LMAD26,LMAD,GA209,GA209,282set_GA209,GA209,GA209:8042MABXX:3:G2,Ames10248,0,172.67701,0,20.45651
10344827_LMAN26_GA209_ATACTG,LMAN26,LMAN,GA209,GA209,282set_GA209,GA209,GA209:8042MABXX:3:G2,Ames10248,0,50.82904,0,22.18728
KAKRNA3_GShoot_GA209_GCTCGA,GShoot,GShoot,GA209,GA209,282set_GA209,GA209,GA209:8042MABXX:3:G2,Ames10248,167.29434,3.33754,4.58912,6.67509
KAKRNA4_10346258_GRoot_GA209_GCTCGA,GRoot,GRoot,GA209,GA209,282set_GA209,GA209,GA209:8042MABXX:3:G2,Ames10248,135.22344,0,3.32022,4.22573
KAKRNA27_10346929_L3Tip_GA209_TCGTTC,L3Tip,L3Tip,GA209,GA209,282set_GA209,GA209,GA209:8042MABXX:3:G2,Ames10248,1.93622,142.63507,0,4.51785
KAKRNA26_L3Base_GA209_TCGTTC,L3Base,L3Base,GA209,GA209,282set_GA209,GA209,GA209:8042MABXX:3:G2,Ames10248,89.46847,14.91141,2.98228,0.74557
KAKRNA17_Kern_GA209_TTAACT,Kern,Kern,GA209,GA209,282set_GA209,GA209,GA209:8042MABXX:3:G2,Ames10248,1.28853,0,1.28853,11.91889
10343264_LMAD26_GT112_CAGCGT,LMAD26,LMAD,GT112,GT112,282set_GT112,GT112,GT112:8042MABXX:3:G7,Ames27113,0,24.89807,0,27.54681
10344827_LMAN26_GT112_GATTGT,LMAN26,LMAN,GT112,GT112,282set_GT112,GT112,GT112:8042MABXX:3:G7,Ames27113,0,39.68649,0.3392,37.99048
KAKRNA14_GShoot_GT112_GGAGGT,GShoot,GShoot,GT112,GT112,282set_GT112,GT112,GT112:8042MABXX:3:G7,Ames27113,40.16939,0.84567,7.18821,11.41656
KAKRNA2_10346259_GRoot_GT112_GGCCAA,GRoot,GRoot,GT112,GT112,282set_GT112,GT112,GT112:8042MABXX:3:G7,Ames27113,39.98334,0,2.62186,1.31093
KAKRNA27_10346929_L3Tip_GT112_ATTGGT,L3Tip,L3Tip,GT112,GT112,282set_GT112,GT112,GT112:8042MABXX:3:G7,Ames27113,0,95.79483,0,4.10549
KAKRNA26_L3Base_GT112_ATTGGT,L3Base,L3Base,GT112,GT112,282set_GT112,GT112,GT112:8042MABXX:3:G7,Ames27113,1.21453,2.8339,1.61937,3.23874
KAKRNA18_Kern_GT112_GCAGCC,Kern,Kern,GT112,GT112,282set_GT112,GT112,GT112:8042MABXX:3:G7,Ames27113,0.31745,0,1.58726,30.79282
10343262_LMAN8_H105W_AGAATC,LMAN8,LMAN,H105W,H105W,282set_H105W,H105W,H105W:8042MABXX:3:C3,PI587127,0,62.7748,0,9.9521
KAKRNA3_GShoot_H105W_ATACTG,GShoot,GShoot,H105W,H105W,282set_H105W,H105W,H105W:8042MABXX:3:C3,PI587127,16.79392,3.46541,7.46396,9.86309
KAKRNA4_10346258_GRoot_H105W_ATACTG,GRoot,GRoot,H105W,H105W,282set_H105W,H105W,H105W:8042MABXX:3:C3,PI587127,16.16662,0.32993,6.26869,7.25848
KAKRNA20_10346930_L3Base_H105W_CAGCGT,L3Base,L3Base,H105W,H105W,282set_H105W,H105W,H105W:8042MABXX:3:C3,PI587127,0,10.25934,5.30655,9.90557
KAKRNA21_10346931_L3Tip_H105W_CAGCGT,L3Tip,L3Tip,H105W,H105W,282set_H105W,H105W,H105W:8042MABXX:3:C3,PI587127,16.86055,121.77066,0,13.73823
KAKRNA18_Kern_H105W_GGCCAA,Kern,Kern,H105W,H105W,282set_H105W,H105W,H105W:8042MABXX:3:C3,PI587127,0.32442,0,1.62211,10.0571
10343262_LMAN8_H49_GCGAAT,LMAN8,LMAN,H49,H49,282set_H49,H49,H49:8042MABXX:3:A5,Ames26787,3.0682,46.02298,0,25.56832
KAKRNA14_GShoot_H49_CAAGCA,GShoot,GShoot,H49,H49,282set_H49,H49,H49:8042MABXX:3:A5,Ames26787,358.17873,2.668,4.3355,8.67099
KAKRNA2_10346259_GRoot_H49_GACATC,GRoot,GRoot,H49,H49,282set_H49,H49,H49:8042MABXX:3:A5,Ames26787,34.18689,0,1.69522,5.08565
KAKRNA20_10346930_L3Base_H49_CAGGAC,L3Base,L3Base,H49,H49,282set_H49,H49,H49:8042MABXX:3:A5,Ames26787,1.32257,12.96123,1.32257,2.11612
KAKRNA21_10346931_L3Tip_H49_CAGGAC,L3Tip,L3Tip,H49,H49,282set_H49,H49,H49:8042MABXX:3:A5,Ames26787,0.98207,72.67297,0,5.8924
KAKRNA18_Kern_H49_TACCTT,Kern,Kern,H49,H49,282set_H49,H49,H49:8042MABXX:3:A5,Ames26787,1.96073,0,0,28.9208
10343262_LMAN8_H84_GGAGGT,LMAN8,LMAN,H84,H84,282set_H84,H84,H84:8042MABXX:4:E6,PI587128,0,27.59557,0,17.85596
KAKRNA3_GShoot_H84_ATGGCG,GShoot,GShoot,H84,H84,282set_H84,H84,H84:8042MABXX:4:E6,PI587128,11.94303,1.65875,2.65401,7.63027
KAKRNA4_10346258_GRoot_H84_ATGGCG,GRoot,GRoot,H84,H84,282set_H84,H84,H84:8042MABXX:4:E6,PI587128,11.51234,0,1.07928,7.91473
KAKRNA24_L3Tip_H84_GGAGGT,L3Tip,L3Tip,H84,H84,282set_H84,H84,H84:8042MABXX:4:E6,PI587128,0,53.00763,0,5.88974
KAKRNA16_Kern_H84_TGACAC,Kern,Kern,H84,H84,282set_H84,H84,H84:8042MABXX:4:E6,PI587128,0,0.28741,0.86223,8.33486
10343262_LMAN8_H91_ATGAAC,LMAN8,LMAN,H91,H91,282set_H91,H91,H91:8042MABXX:2:C8,Ames27114,0,48.9828,0,22.19533
10344826_LMAD8_H91_GATCAC,LMAD8,LMAD,H91,H91,282set_H91,H91,H91:8042MABXX:2:C8,Ames27114,0,85.7536,0,22.95766
KAKRNA5_GShoot_H91_CACTAA,GShoot,GShoot,H91,H91,282set_H91,H91,H91:8042MABXX:2:C8,Ames27114,6.24365,1.93769,3.22948,7.32015
KAKRNA6_10346261_GRoot_H91_CACTAA,GRoot,GRoot,H91,H91,282set_H91,H91,H91:8042MABXX:2:C8,Ames27114,13.17927,0.47069,1.41206,6.11895
KAKRNA23_10346932_L3Base_H91_ACCTAC,L3Base,L3Base,H91,H91,282set_H91,H91,H91:8042MABXX:2:C8,Ames27114,0,5.06813,1.01363,12.67033
